country,category,category_n,date_signed_convention,date_ratified_convention,date_signed_protocol,date_ratified_protocol,year,corruption_score,democracy_index,democracy_cat,freedom_index,dgp_per_capita,human_development_index,life_expectancy,expected_years_of_schooling,mean_years_of_schooling,crime_index,safety_index,unemployment_rate,power_distance,individualism,motivation,uncertainty_avoidance,long_term_orientation,indulgence,masculinity
Lithuania,ratified both convention and protocol,4,2007-03-30,2010-08-18,2007-03-30,2010-08-18,2020,60,7.13,Flawed Democracy,91,20363.92,NA,NA,NA,NA,33.1,66.9,8.49,42,55,19,65,49,16,NA
Lithuania,ratified both convention and protocol,4,2007-03-30,2010-08-18,2007-03-30,2010-08-18,2019,60,7.5,Flawed Democracy,91,19598.4,NA,NA,NA,NA,36.5,63.5,6.26,42,55,19,65,49,16,NA
Lithuania,ratified both convention and protocol,4,2007-03-30,2010-08-18,2007-03-30,2010-08-18,2018,59,7.5,Flawed Democracy,91,19186.36,NA,NA,NA,NA,37.6,62.4,6.15,42,55,19,65,49,16,NA
Lithuania,ratified both convention and protocol,4,2007-03-30,2010-08-18,2007-03-30,2010-08-18,2017,59,7.41,Flawed Democracy,91,16885.41,NA,NA,NA,NA,40,60,7.07,42,55,19,65,49,16,NA
Luxembourg,ratified both convention and protocol,4,2007-03-30,2011-09-26,2007-03-30,2011-09-26,2023,NA,NA,NA,97,NA,NA,NA,NA,NA,35.1,64.9,NA,40,60,50,70,64,56,NA
Luxembourg,ratified both convention and protocol,4,2007-03-30,2011-09-26,2007-03-30,2011-09-26,2022,77,8.81,Full Democracy,97,126426.09,NA,NA,NA,NA,35.7,64.3,4.58,40,60,50,70,64,56,NA
Luxembourg,ratified both convention and protocol,4,2007-03-30,2011-09-26,2007-03-30,2011-09-26,2021,81,8.68,Full Democracy,97,133590.15,0.93,82.63,14.4,13.02,32.2,67.8,5.25,40,60,50,70,64,56,NA
Luxembourg,ratified both convention and protocol,4,2007-03-30,2011-09-26,2007-03-30,2011-09-26,2020,80,8.68,Full Democracy,98,117370.5,NA,NA,NA,NA,33.4,66.6,6.77,40,60,50,70,64,56,NA
Luxembourg,ratified both convention and protocol,4,2007-03-30,2011-09-26,2007-03-30,2011-09-26,2019,80,8.81,Full Democracy,98,112621.82,NA,NA,NA,NA,29.1,70.9,5.59,40,60,50,70,64,56,NA
Luxembourg,ratified both convention and protocol,4,2007-03-30,2011-09-26,2007-03-30,2011-09-26,2018,81,8.81,Full Democracy,98,116786.51,NA,NA,NA,NA,32.1,67.9,5.59,40,60,50,70,64,56,NA
Luxembourg,ratified both convention and protocol,4,2007-03-30,2011-09-26,2007-03-30,2011-09-26,2017,82,8.81,Full Democracy,98,110193.21,NA,NA,NA,NA,29,71,5.52,40,60,50,70,64,56,NA
Madagascar,ratified protocol,3,2007-09-25,2015-06-12,2007-09-25,NA,2023,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Madagascar,ratified protocol,3,2007-09-25,2015-06-12,2007-09-25,NA,2022,26,5.7,Hybrid Regime,61,505.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Madagascar,ratified protocol,3,2007-09-25,2015-06-12,2007-09-25,NA,2021,26,5.7,Hybrid Regime,60,503.35,0.5,64.49,10.13,5.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Madagascar,ratified protocol,3,2007-09-25,2015-06-12,2007-09-25,NA,2020,25,5.7,Hybrid Regime,61,462.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Madagascar,ratified protocol,3,2007-09-25,2015-06-12,2007-09-25,NA,2019,24,5.64,Hybrid Regime,56,512.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Madagascar,ratified protocol,3,2007-09-25,2015-06-12,2007-09-25,NA,2018,25,5.22,Hybrid Regime,56,512.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Madagascar,ratified protocol,3,2007-09-25,2015-06-12,2007-09-25,NA,2017,24,5.11,Hybrid Regime,56,503.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,ratified protocol,3,2007-09-27,2009-08-27,NA,NA,2023,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,70,30,40,50,NA,NA,NA
Malawi,ratified protocol,3,2007-09-27,2009-08-27,NA,NA,2022,34,5.91,Hybrid Regime,66,645.16,NA,NA,NA,NA,NA,NA,NA,70,30,40,50,NA,NA,NA
Malawi,ratified protocol,3,2007-09-27,2009-08-27,NA,NA,2021,35,5.74,Hybrid Regime,66,633.61,0.51,62.9,12.68,4.49,NA,NA,NA,70,30,40,50,NA,NA,NA
Malawi,ratified protocol,3,2007-09-27,2009-08-27,NA,NA,2020,30,5.74,Hybrid Regime,62,622.18,NA,NA,NA,NA,NA,NA,0.91,70,30,40,50,NA,NA,NA
Malawi,ratified protocol,3,2007-09-27,2009-08-27,NA,NA,2019,31,5.5,Hybrid Regime,64,584.36,NA,NA,NA,NA,NA,NA,NA,70,30,40,50,NA,NA,NA
Malawi,ratified protocol,3,2007-09-27,2009-08-27,NA,NA,2018,32,5.49,Hybrid Regime,63,537.93,NA,NA,NA,NA,NA,NA,NA,70,30,40,50,NA,NA,NA
Malawi,ratified protocol,3,2007-09-27,2009-08-27,NA,NA,2017,31,5.49,Hybrid Regime,63,500.17,NA,NA,NA,NA,NA,NA,3.54,70,30,40,50,NA,NA,NA
Malaysia,ratified protocol,3,2008-04-08,2010-07-19,NA,NA,2023,NA,NA,NA,53,NA,NA,NA,NA,NA,52.9,47.1,NA,100,27,50,36,47,57,50
Malaysia,ratified protocol,3,2008-04-08,2010-07-19,NA,NA,2022,47,7.3,Flawed Democracy,50,11971.93,NA,NA,NA,NA,55.7,44.3,NA,100,27,50,36,47,57,50
Malaysia,ratified protocol,3,2008-04-08,2010-07-19,NA,NA,2021,48,7.24,Flawed Democracy,51,11109.27,0.8,74.88,13.34,10.65,57.9,42.1,NA,100,27,50,36,47,57,50
Malaysia,ratified protocol,3,2008-04-08,2010-07-19,NA,NA,2020,51,7.19,Flawed Democracy,52,10160.83,NA,NA,NA,NA,58.8,41.2,4.54,100,27,50,36,47,57,50
Malaysia,ratified protocol,3,2008-04-08,2010-07-19,NA,NA,2019,53,7.16,Flawed Democracy,52,11132.1,NA,NA,NA,NA,60.8,39.2,3.26,100,27,50,36,47,57,50
Malaysia,ratified protocol,3,2008-04-08,2010-07-19,NA,NA,2018,47,6.88,Flawed Democracy,45,11073.98,NA,NA,NA,NA,63.1,36.9,3.3,100,27,50,36,47,57,50
Malaysia,ratified protocol,3,2008-04-08,2010-07-19,NA,NA,2017,47,6.54,Flawed Democracy,44,9979.7,NA,NA,NA,NA,64.8,35.2,3.41,100,27,50,36,47,57,50
Maldives,ratified protocol,3,2007-10-02,2010-04-05,NA,NA,2023,NA,NA,NA,41,NA,NA,NA,NA,NA,54.5,45.5,NA,NA,NA,NA,NA,NA,NA,NA
Maldives,ratified protocol,3,2007-10-02,2010-04-05,NA,NA,2022,40,NA,NA,40,11817.52,NA,NA,NA,NA,54.7,45.3,NA,NA,NA,NA,NA,NA,NA,NA
Maldives,ratified protocol,3,2007-10-02,2010-04-05,NA,NA,2021,40,NA,NA,40,10366.26,0.75,79.92,12.64,7.32,56,44,NA,NA,NA,NA,NA,NA,NA,NA
Maldives,ratified protocol,3,2007-10-02,2010-04-05,NA,NA,2020,43,NA,NA,40,7282.37,NA,NA,NA,NA,53.2,46.8,NA,NA,NA,NA,NA,NA,NA,NA
Maldives,ratified protocol,3,2007-10-02,2010-04-05,NA,NA,2019,29,NA,NA,35,11118.53,NA,NA,NA,NA,53.3,46.7,4.56,NA,NA,NA,NA,NA,NA,NA
Maldives,ratified protocol,3,2007-10-02,2010-04-05,NA,NA,2018,31,NA,NA,35,10823.61,NA,NA,NA,NA,51.7,48.3,NA,NA,NA,NA,NA,NA,NA,NA
Maldives,ratified protocol,3,2007-10-02,2010-04-05,NA,NA,2017,33,NA,NA,40,10063,NA,NA,NA,NA,47,53,NA,NA,NA,NA,NA,NA,NA,NA
Mali,ratified both convention and protocol,4,2007-05-15,2008-04-07,2007-05-15,2008-04-07,2023,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mali,ratified both convention and protocol,4,2007-05-15,2008-04-07,2007-05-15,2008-04-07,2022,28,3.23,Authoritarian Regime,32,833.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mali,ratified both convention and protocol,4,2007-05-15,2008-04-07,2007-05-15,2008-04-07,2021,29,3.48,Authoritarian Regime,33,881.51,0.43,58.94,7.42,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mali,ratified both convention and protocol,4,2007-05-15,2008-04-07,2007-05-15,2008-04-07,2020,30,3.93,Authoritarian Regime,41,822.91,NA,NA,NA,NA,NA,NA,3.53,NA,NA,NA,NA,NA,NA,NA
Mali,ratified both convention and protocol,4,2007-05-15,2008-04-07,2007-05-15,2008-04-07,2019,29,4.92,Hybrid Regime,44,840.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mali,ratified both convention and protocol,4,2007-05-15,2008-04-07,2007-05-15,2008-04-07,2018,32,5.41,Hybrid Regime,44,856.36,NA,NA,NA,NA,NA,NA,1.62,NA,NA,NA,NA,NA,NA,NA
Mali,ratified both convention and protocol,4,2007-05-15,2008-04-07,2007-05-15,2008-04-07,2017,31,5.64,Hybrid Regime,45,795.68,NA,NA,NA,NA,NA,NA,7.41,NA,NA,NA,NA,NA,NA,NA
Malta,ratified both convention and protocol,4,2007-03-30,2012-10-10,2007-03-30,2012-10-10,2023,NA,NA,NA,89,NA,NA,NA,NA,NA,42.5,57.5,NA,56,59,47,96,47,66,NA
Malta,ratified both convention and protocol,4,2007-03-30,2012-10-10,2007-03-30,2012-10-10,2022,51,7.7,Flawed Democracy,89,33940.95,NA,NA,NA,NA,40.8,59.2,2.92,56,59,47,96,47,66,NA
Malta,ratified both convention and protocol,4,2007-03-30,2012-10-10,2007-03-30,2012-10-10,2021,54,7.57,Flawed Democracy,90,34218.21,0.92,83.78,16.84,12.21,38.9,61.1,3.39,56,59,47,96,47,66,NA
Malta,ratified both convention and protocol,4,2007-03-30,2012-10-10,2007-03-30,2012-10-10,2020,53,7.68,Flawed Democracy,90,29196.98,NA,NA,NA,NA,39,61,4.35,56,59,47,96,47,66,NA
Malta,ratified both convention and protocol,4,2007-03-30,2012-10-10,2007-03-30,2012-10-10,2019,54,7.95,Flawed Democracy,91,31506.56,NA,NA,NA,NA,33.5,66.5,3.62,56,59,47,96,47,66,NA
Malta,ratified both convention and protocol,4,2007-03-30,2012-10-10,2007-03-30,2012-10-10,2018,54,8.21,Full Democracy,92,31566.36,NA,NA,NA,NA,31.9,68.1,3.66,56,59,47,96,47,66,NA
Malta,ratified both convention and protocol,4,2007-03-30,2012-10-10,2007-03-30,2012-10-10,2017,56,8.15,Full Democracy,96,28823.35,NA,NA,NA,NA,30.6,69.4,4,56,59,47,96,47,66,NA
Marshall Islands,ratified protocol,3,NA,2015-03-17,NA,NA,2023,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marshall Islands,ratified protocol,3,NA,2015-03-17,NA,NA,2022,NA,NA,NA,93,6727.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marshall Islands,ratified protocol,3,NA,2015-03-17,NA,NA,2021,NA,NA,NA,93,6172.15,0.64,65.27,10.24,10.88,NA,NA,9.82,NA,NA,NA,NA,NA,NA,NA
Marshall Islands,ratified protocol,3,NA,2015-03-17,NA,NA,2020,NA,NA,NA,93,5567.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marshall Islands,ratified protocol,3,NA,2015-03-17,NA,NA,2019,NA,NA,NA,93,5188.97,NA,NA,NA,NA,NA,NA,6.34,NA,NA,NA,NA,NA,NA,NA
Marshall Islands,ratified protocol,3,NA,2015-03-17,NA,NA,2018,NA,NA,NA,92,4769.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marshall Islands,ratified protocol,3,NA,2015-03-17,NA,NA,2017,NA,NA,NA,92,4507.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania,ratified both convention and protocol,4,NA,2012-04-03,NA,2012-04-03,2023,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania,ratified both convention and protocol,4,NA,2012-04-03,NA,2012-04-03,2022,30,4.03,Hybrid Regime,35,2190.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania,ratified both convention and protocol,4,NA,2012-04-03,NA,2012-04-03,2021,28,4.03,Hybrid Regime,35,2166.04,0.56,64.36,9.38,4.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania,ratified both convention and protocol,4,NA,2012-04-03,NA,2012-04-03,2020,29,3.92,Authoritarian Regime,34,1868.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania,ratified both convention and protocol,4,NA,2012-04-03,NA,2012-04-03,2019,28,3.92,Authoritarian Regime,32,1839.96,NA,NA,NA,NA,NA,NA,10.42,NA,NA,NA,NA,NA,NA,NA
Mauritania,ratified both convention and protocol,4,NA,2012-04-03,NA,2012-04-03,2018,27,3.82,Authoritarian Regime,30,1749.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania,ratified both convention and protocol,4,NA,2012-04-03,NA,2012-04-03,2017,28,3.82,Authoritarian Regime,30,1634.64,NA,NA,NA,NA,NA,NA,10.34,NA,NA,NA,NA,NA,NA,NA
Mauritius,ratified protocol,3,2007-09-25,2010-01-08,2007-09-25,NA,2023,NA,NA,NA,85,NA,NA,NA,NA,NA,48.1,51.9,NA,NA,NA,NA,NA,NA,NA,NA
Mauritius,ratified protocol,3,2007-09-25,2010-01-08,2007-09-25,NA,2022,50,8.14,Full Democracy,86,10216.29,NA,NA,NA,NA,48.9,51.1,NA,NA,NA,NA,NA,NA,NA,NA
Mauritius,ratified protocol,3,2007-09-25,2010-01-08,2007-09-25,NA,2021,54,8.08,Full Democracy,87,9062.72,0.8,73.56,15.17,10.43,47.9,52.1,7.72,NA,NA,NA,NA,NA,NA,NA
Mauritius,ratified protocol,3,2007-09-25,2010-01-08,2007-09-25,NA,2020,53,8.14,Full Democracy,89,9005.46,NA,NA,NA,NA,47.3,52.7,8.63,NA,NA,NA,NA,NA,NA,NA
Mauritius,ratified protocol,3,2007-09-25,2010-01-08,2007-09-25,NA,2019,52,8.22,Full Democracy,89,11403.25,NA,NA,NA,NA,46.8,53.2,6.33,NA,NA,NA,NA,NA,NA,NA
Mauritius,ratified protocol,3,2007-09-25,2010-01-08,2007-09-25,NA,2018,51,8.22,Full Democracy,89,11643.46,NA,NA,NA,NA,48.3,51.7,6.43,NA,NA,NA,NA,NA,NA,NA
Mauritius,ratified protocol,3,2007-09-25,2010-01-08,2007-09-25,NA,2017,50,8.22,Full Democracy,89,10841.68,NA,NA,NA,NA,51.1,48.9,6.75,NA,NA,NA,NA,NA,NA,NA
Mexico,ratified both convention and protocol,4,2007-03-30,2007-12-17,2007-03-30,2007-12-17,2023,NA,NA,NA,60,NA,NA,NA,NA,NA,54.4,45.6,NA,81,34,69,82,23,97,69
Mexico,ratified both convention and protocol,4,2007-03-30,2007-12-17,2007-03-30,2007-12-17,2022,31,5.25,Hybrid Regime,60,11091.31,NA,NA,NA,NA,53.7,46.3,3.26,81,34,69,82,23,97,69
Mexico,ratified both convention and protocol,4,2007-03-30,2007-12-17,2007-03-30,2007-12-17,2021,31,5.57,Hybrid Regime,61,10045.68,0.76,70.21,14.86,9.22,55,45,4.09,81,34,69,82,23,97,69
Mexico,ratified both convention and protocol,4,2007-03-30,2007-12-17,2007-03-30,2007-12-17,2020,31,6.07,Flawed Democracy,62,8655,NA,NA,NA,NA,54,46,4.44,81,34,69,82,23,97,69
Mexico,ratified both convention and protocol,4,2007-03-30,2007-12-17,2007-03-30,2007-12-17,2019,29,6.09,Flawed Democracy,63,10145.15,NA,NA,NA,NA,52.3,47.7,3.48,81,34,69,82,23,97,69
Mexico,ratified both convention and protocol,4,2007-03-30,2007-12-17,2007-03-30,2007-12-17,2018,28,6.19,Flawed Democracy,62,9857.01,NA,NA,NA,NA,51.1,48.9,3.27,81,34,69,82,23,97,69
Mexico,ratified both convention and protocol,4,2007-03-30,2007-12-17,2007-03-30,2007-12-17,2017,29,6.41,Flawed Democracy,65,9434.38,NA,NA,NA,NA,50.3,49.7,3.42,81,34,69,82,23,97,69
Micronesia,ratified protocol,3,2011-09-23,2016-12-07,NA,NA,2023,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micronesia,ratified protocol,3,2011-09-23,2016-12-07,NA,NA,2022,NA,NA,NA,92,3741.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micronesia,ratified protocol,3,2011-09-23,2016-12-07,NA,NA,2021,NA,NA,NA,92,3571.34,0.63,70.71,11.55,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micronesia,ratified protocol,3,2011-09-23,2016-12-07,NA,NA,2020,NA,NA,NA,92,3639.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micronesia,ratified protocol,3,2011-09-23,2016-12-07,NA,NA,2019,NA,NA,NA,92,3699.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micronesia,ratified protocol,3,2011-09-23,2016-12-07,NA,NA,2018,NA,NA,NA,93,3623.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micronesia,ratified protocol,3,2011-09-23,2016-12-07,NA,NA,2017,NA,NA,NA,93,3320.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monaco,ratified both convention and protocol,4,2009-09-23,2017-09-19,2019-06-27,2019-06-27,2023,NA,NA,NA,84,NA,NA,NA,NA,NA,24.6,75.4,NA,NA,NA,NA,NA,NA,NA,NA
Monaco,ratified both convention and protocol,4,2009-09-23,2017-09-19,2019-06-27,2019-06-27,2022,NA,NA,NA,84,NA,NA,NA,NA,NA,25.1,74.9,NA,NA,NA,NA,NA,NA,NA,NA
Monaco,ratified both convention and protocol,4,2009-09-23,2017-09-19,2019-06-27,2019-06-27,2021,NA,NA,NA,83,234317.08,NA,85.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monaco,ratified both convention and protocol,4,2009-09-23,2017-09-19,2019-06-27,2019-06-27,2020,NA,NA,NA,83,182537.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monaco,ratified both convention and protocol,4,2009-09-23,2017-09-19,2019-06-27,2019-06-27,2019,NA,NA,NA,82,199382.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monaco,ratified both convention and protocol,4,2009-09-23,2017-09-19,2019-06-27,2019-06-27,2018,NA,NA,NA,82,194287.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monaco,ratified both convention and protocol,4,2009-09-23,2017-09-19,2019-06-27,2019-06-27,2017,NA,NA,NA,84,173611.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mongolia,ratified both convention and protocol,4,NA,2009-05-13,NA,2009-05-13,2023,NA,NA,NA,84,NA,NA,NA,NA,NA,53.9,46.1,NA,93,37,29,39,50,42,NA
Mongolia,ratified both convention and protocol,4,NA,2009-05-13,NA,2009-05-13,2022,33,6.35,Flawed Democracy,84,4946.75,NA,NA,NA,NA,53.7,46.3,6.21,93,37,29,39,50,42,NA
Mongolia,ratified both convention and protocol,4,NA,2009-05-13,NA,2009-05-13,2021,35,6.42,Flawed Democracy,84,4566.14,0.74,70.98,14.98,9.42,55.6,44.4,7.75,93,37,29,39,50,42,NA
Mongolia,ratified both convention and protocol,4,NA,2009-05-13,NA,2009-05-13,2020,35,6.48,Flawed Democracy,84,4041.17,NA,NA,NA,NA,58,42,6.59,93,37,29,39,50,42,NA
Mongolia,ratified both convention and protocol,4,NA,2009-05-13,NA,2009-05-13,2019,35,6.5,Flawed Democracy,85,4394.95,NA,NA,NA,NA,59.8,40.2,9.27,93,37,29,39,50,42,NA
Mongolia,ratified both convention and protocol,4,NA,2009-05-13,NA,2009-05-13,2018,37,6.5,Flawed Democracy,85,4165.02,NA,NA,NA,NA,62.6,37.4,5.38,93,37,29,39,50,42,NA
Mongolia,ratified both convention and protocol,4,NA,2009-05-13,NA,2009-05-13,2017,36,6.5,Flawed Democracy,85,3708.25,NA,NA,NA,NA,67.6,32.4,6.36,93,37,29,39,50,42,NA
Montenegro,ratified both convention and protocol,4,2007-09-27,2009-11-02,2007-09-27,2009-11-02,2023,NA,NA,NA,67,NA,NA,NA,NA,NA,39.8,60.2,NA,88,27,48,90,40,20,NA
Montenegro,ratified both convention and protocol,4,2007-09-27,2009-11-02,2007-09-27,2009-11-02,2022,45,6.45,Flawed Democracy,67,9893.52,NA,NA,NA,NA,41.1,58.9,NA,88,27,48,90,40,20,NA
Montenegro,ratified both convention and protocol,4,2007-09-27,2009-11-02,2007-09-27,2009-11-02,2021,46,6.02,Flawed Democracy,63,9465.97,0.83,76.34,15.08,12.18,41.6,58.4,16.54,88,27,48,90,40,20,NA
Montenegro,ratified both convention and protocol,4,2007-09-27,2009-11-02,2007-09-27,2009-11-02,2020,45,5.77,Hybrid Regime,62,7677.37,NA,NA,NA,NA,41.2,58.8,17.88,88,27,48,90,40,20,NA
Montenegro,ratified both convention and protocol,4,2007-09-27,2009-11-02,2007-09-27,2009-11-02,2019,45,5.65,Hybrid Regime,65,8909.65,NA,NA,NA,NA,40.5,59.5,15.13,88,27,48,90,40,20,NA
Montenegro,ratified both convention and protocol,4,2007-09-27,2009-11-02,2007-09-27,2009-11-02,2018,45,5.74,Hybrid Regime,67,8850.38,NA,NA,NA,NA,37.5,62.5,15.19,88,27,48,90,40,20,NA
Montenegro,ratified both convention and protocol,4,2007-09-27,2009-11-02,2007-09-27,2009-11-02,2017,46,5.69,Hybrid Regime,69,7803.36,NA,NA,NA,NA,38.7,61.3,16.08,88,27,48,90,40,20,NA
Morocco,ratified both convention and protocol,4,2007-03-30,2009-04-08,NA,2009-04-08,2023,NA,NA,NA,37,NA,NA,NA,NA,NA,46.8,53.2,NA,70,24,53,68,25,25,NA
Morocco,ratified both convention and protocol,4,2007-03-30,2009-04-08,NA,2009-04-08,2022,38,5.04,Hybrid Regime,37,3527.94,NA,NA,NA,NA,49.1,50.9,NA,70,24,53,68,25,25,NA
Morocco,ratified both convention and protocol,4,2007-03-30,2009-04-08,NA,2009-04-08,2021,39,5.04,Hybrid Regime,37,3795.39,0.68,74.04,14.15,5.92,49.1,50.9,12.28,70,24,53,68,25,25,NA
Morocco,ratified both convention and protocol,4,2007-03-30,2009-04-08,NA,2009-04-08,2020,40,5.04,Hybrid Regime,37,3258.1,NA,NA,NA,NA,48.7,51.3,NA,70,24,53,68,25,25,NA
Morocco,ratified both convention and protocol,4,2007-03-30,2009-04-08,NA,2009-04-08,2019,41,5.1,Hybrid Regime,39,3498.58,NA,NA,NA,NA,50.2,49.8,NA,70,24,53,68,25,25,NA
Morocco,ratified both convention and protocol,4,2007-03-30,2009-04-08,NA,2009-04-08,2018,43,4.99,Hybrid Regime,39,3492.67,NA,NA,NA,NA,48.5,51.5,NA,70,24,53,68,25,25,NA
Morocco,ratified both convention and protocol,4,2007-03-30,2009-04-08,NA,2009-04-08,2017,40,4.87,Hybrid Regime,41,3288.5,NA,NA,NA,NA,48.9,51.1,NA,70,24,53,68,25,25,NA
Mozambique,ratified both convention and protocol,4,2007-03-30,2012-01-30,NA,2012-01-30,2023,NA,NA,NA,45,NA,NA,NA,NA,NA,63.4,36.6,NA,85,15,38,44,11,80,NA
Mozambique,ratified both convention and protocol,4,2007-03-30,2012-01-30,NA,2012-01-30,2022,26,3.51,Authoritarian Regime,43,541.45,NA,NA,NA,NA,62.8,37.2,NA,85,15,38,44,11,80,NA
Mozambique,ratified both convention and protocol,4,2007-03-30,2012-01-30,NA,2012-01-30,2021,26,3.51,Authoritarian Regime,43,491.84,0.45,59.32,10.22,3.2,NA,NA,NA,85,15,38,44,11,80,NA
Mozambique,ratified both convention and protocol,4,2007-03-30,2012-01-30,NA,2012-01-30,2020,25,3.51,Authoritarian Regime,45,454.06,NA,NA,NA,NA,NA,NA,NA,85,15,38,44,11,80,NA
Mozambique,ratified both convention and protocol,4,2007-03-30,2012-01-30,NA,2012-01-30,2019,26,3.65,Authoritarian Regime,51,508.16,NA,NA,NA,NA,NA,NA,NA,85,15,38,44,11,80,NA
Mozambique,ratified both convention and protocol,4,2007-03-30,2012-01-30,NA,2012-01-30,2018,23,3.85,Authoritarian Regime,52,504.54,NA,NA,NA,NA,NA,NA,NA,85,15,38,44,11,80,NA
Mozambique,ratified both convention and protocol,4,2007-03-30,2012-01-30,NA,2012-01-30,2017,25,4.02,Hybrid Regime,53,462.7,NA,NA,NA,NA,NA,NA,NA,85,15,38,44,11,80,NA
Myanmar,ratified protocol,3,NA,2011-12-07,NA,NA,2023,NA,NA,NA,9,NA,NA,NA,NA,NA,48.2,51.8,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,ratified protocol,3,NA,2011-12-07,NA,NA,2022,23,0.74,Authoritarian Regime,9,1095.7,NA,NA,NA,NA,46.5,53.5,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,ratified protocol,3,NA,2011-12-07,NA,NA,2021,28,1.02,Authoritarian Regime,28,1210.54,0.58,65.67,10.91,6.38,47.2,52.8,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,ratified protocol,3,NA,2011-12-07,NA,NA,2020,28,3.04,Authoritarian Regime,30,1477.45,NA,NA,NA,NA,45.9,54.1,1.48,NA,NA,NA,NA,NA,NA,NA
Myanmar,ratified protocol,3,NA,2011-12-07,NA,NA,2019,29,3.55,Authoritarian Regime,30,1295.2,NA,NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA
Myanmar,ratified protocol,3,NA,2011-12-07,NA,NA,2018,29,3.83,Authoritarian Regime,31,1274.92,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA
Myanmar,ratified protocol,3,NA,2011-12-07,NA,NA,2017,30,3.83,Authoritarian Regime,32,1175.2,NA,NA,NA,NA,NA,NA,1.36,NA,NA,NA,NA,NA,NA,NA
Namibia,ratified both convention and protocol,4,2007-04-25,2007-12-04,2007-04-25,2007-12-04,2023,NA,NA,NA,77,NA,NA,NA,NA,NA,64.8,35.2,NA,65,30,40,45,35,NA,NA
Namibia,ratified both convention and protocol,4,2007-04-25,2007-12-04,2007-04-25,2007-12-04,2022,49,6.52,Flawed Democracy,77,4911.33,NA,NA,NA,NA,64.7,35.3,NA,65,30,40,45,35,NA,NA
Namibia,ratified both convention and protocol,4,2007-04-25,2007-12-04,2007-04-25,2007-12-04,2021,49,6.52,Flawed Democracy,77,4919.19,0.62,59.27,11.93,7.19,65.9,34.1,NA,65,30,40,45,35,NA,NA
