country,crpd_sign,crpd_ratif,protocol_sign,protocol_ratif,year,cpi_score.x,cpi_score.y,power_distance,individualism,motivation,uncertainty_avoidance,long_term_orientation,indulgence,democracy_index,democracy_cat,freedom_index,gdp,human_development_index,life_expectancy,expected_years_of_schooling,mean_years_of_schooling,crime_index,safety_index,unemployment_rate
Laos,2008-01-15,2009-09-25,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,2008-07-18,2010-03-01,2010-01-22,2010-08-31,2023,NA,NA,44,70,9,63,69,13,NA,NA,88,NA,NA,NA,NA,NA,37.7,62.3,NA
Latvia,2008-07-18,2010-03-01,2010-01-22,2010-08-31,2022,59,59,NA,NA,NA,NA,NA,NA,7.37,Flawed Democracy,88,21851.11,NA,NA,NA,NA,38.7,61.3,6.81
Latvia,2008-07-18,2010-03-01,2010-01-22,2010-08-31,2021,59,59,NA,NA,NA,NA,NA,NA,7.31,Flawed Democracy,89,21080.18,0.86,73.58,16.2,13.25,37.2,62.8,7.51
Latvia,2008-07-18,2010-03-01,2010-01-22,2010-08-31,2020,57,57,NA,NA,NA,NA,NA,NA,7.24,Flawed Democracy,89,18207.14,NA,NA,NA,NA,37,63,8.1
Latvia,2008-07-18,2010-03-01,2010-01-22,2010-08-31,2019,56,56,NA,NA,NA,NA,NA,NA,7.49,Flawed Democracy,87,17945.22,NA,NA,NA,NA,36.8,63.2,6.31
Latvia,2008-07-18,2010-03-01,2010-01-22,2010-08-31,2018,58,58,NA,NA,NA,NA,NA,NA,7.38,Flawed Democracy,87,17865.03,NA,NA,NA,NA,36.9,63.1,7.41
Latvia,2008-07-18,2010-03-01,2010-01-22,2010-08-31,2017,58,58,NA,NA,NA,NA,NA,NA,7.25,Flawed Democracy,87,15695.12,NA,NA,NA,NA,36.5,63.5,8.72
Latvia,2008-07-18,2010-03-01,2010-01-22,2010-08-31,2016,57,57,NA,NA,NA,NA,NA,NA,7.31,Flawed Democracy,86,14331.75,NA,NA,NA,NA,37.8,62.2,9.64
Latvia,2008-07-18,2010-03-01,2010-01-22,2010-08-31,2015,56,56,NA,NA,NA,NA,NA,NA,7.37,Flawed Democracy,85,13786.46,NA,NA,NA,NA,37.2,62.8,9.87
Latvia,2008-07-18,2010-03-01,2010-01-22,2010-08-31,2014,55,55,NA,NA,NA,NA,NA,NA,7.48,Flawed Democracy,84,15742.39,NA,NA,NA,NA,43.7,56.3,10.85
Latvia,2008-07-18,2010-03-01,2010-01-22,2010-08-31,2013,53,53,NA,NA,NA,NA,NA,NA,7.05,Flawed Democracy,84,15007.49,NA,NA,NA,NA,45.7,54.3,11.87
Latvia,2008-07-18,2010-03-01,2010-01-22,2010-08-31,2012,49,49,NA,NA,NA,NA,NA,NA,7.05,Flawed Democracy,NA,13847.34,NA,NA,NA,NA,NA,NA,15.05
Latvia,2008-07-18,2010-03-01,2010-01-22,2010-08-31,2011,NA,NA,NA,NA,NA,NA,NA,NA,7.05,Flawed Democracy,NA,13338.96,NA,NA,NA,NA,NA,NA,16.21
Latvia,2008-07-18,2010-03-01,2010-01-22,2010-08-31,2010,NA,NA,NA,NA,NA,NA,NA,NA,7.05,Flawed Democracy,NA,11420.99,NA,NA,NA,NA,NA,NA,19.48
Latvia,2008-07-18,2010-03-01,2010-01-22,2010-08-31,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12331.93,NA,NA,NA,NA,NA,NA,17.51
Latvia,2008-07-18,2010-03-01,2010-01-22,2010-08-31,2008,NA,NA,NA,NA,NA,NA,NA,NA,7.23,Flawed Democracy,NA,16467.14,NA,NA,NA,NA,NA,NA,7.74
Lebanon,2007-06-14,NA,2007-06-14,NA,2023,NA,NA,62,27,48,57,47,10,NA,NA,43,NA,NA,NA,NA,NA,46.2,53.8,NA
Lebanon,2007-06-14,NA,2007-06-14,NA,2022,24,24,NA,NA,NA,NA,NA,NA,3.64,Authoritarian Regime,42,NA,NA,NA,NA,NA,46.9,53.1,NA
Lebanon,2007-06-14,NA,2007-06-14,NA,2021,24,24,NA,NA,NA,NA,NA,NA,3.84,Authoritarian Regime,43,4136.15,0.71,75.05,11.29,8.72,47,53,NA
Lebanon,2007-06-14,NA,2007-06-14,NA,2020,25,25,NA,NA,NA,NA,NA,NA,4.16,Hybrid Regime,44,5599.96,NA,NA,NA,NA,43.4,56.6,NA
Lebanon,2007-06-14,NA,2007-06-14,NA,2019,28,28,NA,NA,NA,NA,NA,NA,4.36,Hybrid Regime,45,8925.42,NA,NA,NA,NA,44.3,55.7,11.3
Lebanon,2007-06-14,NA,2007-06-14,NA,2018,28,28,NA,NA,NA,NA,NA,NA,4.63,Hybrid Regime,43,9225.85,NA,NA,NA,NA,49.2,50.8,NA
Lebanon,2007-06-14,NA,2007-06-14,NA,2017,28,28,NA,NA,NA,NA,NA,NA,4.72,Hybrid Regime,44,8679.9,NA,NA,NA,NA,49.2,50.8,NA
Lebanon,2007-06-14,NA,2007-06-14,NA,2016,28,28,NA,NA,NA,NA,NA,NA,4.86,Hybrid Regime,43,8172.3,NA,NA,NA,NA,50.6,49.4,NA
Lebanon,2007-06-14,NA,2007-06-14,NA,2015,28,28,NA,NA,NA,NA,NA,NA,4.86,Hybrid Regime,44,7802.75,NA,NA,NA,NA,52,48,NA
Lebanon,2007-06-14,NA,2007-06-14,NA,2014,27,27,NA,NA,NA,NA,NA,NA,5.12,Hybrid Regime,48,7665.38,NA,NA,NA,NA,50.1,49.9,NA
Lebanon,2007-06-14,NA,2007-06-14,NA,2013,28,28,NA,NA,NA,NA,NA,NA,5.05,Hybrid Regime,49,8255.21,NA,NA,NA,NA,47.3,52.7,NA
Lebanon,2007-06-14,NA,2007-06-14,NA,2012,30,30,NA,NA,NA,NA,NA,NA,5.05,Hybrid Regime,NA,8500.18,NA,NA,NA,NA,59.9,40.1,NA
Lebanon,2007-06-14,NA,2007-06-14,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,5.32,Hybrid Regime,NA,7914.11,NA,NA,NA,NA,NA,NA,NA
Lebanon,2007-06-14,NA,2007-06-14,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,5.82,Hybrid Regime,NA,7695.25,NA,NA,NA,NA,NA,NA,NA
Lebanon,2007-06-14,NA,2007-06-14,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7149.79,NA,NA,NA,NA,NA,NA,6.35
Lebanon,2007-06-14,NA,2007-06-14,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,5.62,Hybrid Regime,NA,5957.7,NA,NA,NA,NA,NA,NA,NA
Lesotho,NA,2008-12-02,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,NA,2008-12-02,NA,NA,2022,37,37,NA,NA,NA,NA,NA,NA,6.19,Flawed Democracy,63,1107.4,NA,NA,NA,NA,NA,NA,NA
Lesotho,NA,2008-12-02,NA,NA,2021,38,38,NA,NA,NA,NA,NA,NA,6.3,Flawed Democracy,63,1040.31,0.51,53.06,12.04,6.01,NA,NA,NA
Lesotho,NA,2008-12-02,NA,NA,2020,41,41,NA,NA,NA,NA,NA,NA,6.3,Flawed Democracy,63,939.5,NA,NA,NA,NA,NA,NA,NA
Lesotho,NA,2008-12-02,NA,NA,2019,40,40,NA,NA,NA,NA,NA,NA,6.54,Flawed Democracy,63,1094.5,NA,NA,NA,NA,NA,NA,16.88
Lesotho,NA,2008-12-02,NA,NA,2018,41,41,NA,NA,NA,NA,NA,NA,6.64,Flawed Democracy,64,1162.98,NA,NA,NA,NA,NA,NA,NA
Lesotho,NA,2008-12-02,NA,NA,2017,42,42,NA,NA,NA,NA,NA,NA,6.64,Flawed Democracy,64,1062.71,NA,NA,NA,NA,NA,NA,NA
Lesotho,NA,2008-12-02,NA,NA,2016,39,39,NA,NA,NA,NA,NA,NA,6.59,Flawed Democracy,67,986.27,NA,NA,NA,NA,NA,NA,NA
Lesotho,NA,2008-12-02,NA,NA,2015,44,44,NA,NA,NA,NA,NA,NA,6.59,Flawed Democracy,71,1113.87,NA,NA,NA,NA,NA,NA,NA
Lesotho,NA,2008-12-02,NA,NA,2014,49,49,NA,NA,NA,NA,NA,NA,6.66,Flawed Democracy,72,1165.05,NA,NA,NA,NA,NA,NA,NA
Lesotho,NA,2008-12-02,NA,NA,2013,49,49,NA,NA,NA,NA,NA,NA,6.66,Flawed Democracy,72,1141.36,NA,NA,NA,NA,NA,NA,24.58
Lesotho,NA,2008-12-02,NA,NA,2012,45,45,NA,NA,NA,NA,NA,NA,6.66,Flawed Democracy,NA,1205.86,NA,NA,NA,NA,NA,NA,NA
Lesotho,NA,2008-12-02,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,6.33,Flawed Democracy,NA,1265.86,NA,NA,NA,NA,NA,NA,NA
Lesotho,NA,2008-12-02,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,6.02,Flawed Democracy,NA,1104.8,NA,NA,NA,NA,NA,NA,NA
Lesotho,NA,2008-12-02,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,866.45,NA,NA,NA,NA,NA,NA,NA
Lesotho,NA,2008-12-02,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,6.29,Flawed Democracy,NA,885.62,NA,NA,NA,NA,NA,NA,35.46
Liberia,2007-03-30,2012-07-26,2007-03-30,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,2007-03-30,2012-07-26,2007-03-30,NA,2022,26,26,NA,NA,NA,NA,NA,NA,5.43,Hybrid Regime,60,754.53,NA,NA,NA,NA,NA,NA,NA
Liberia,2007-03-30,2012-07-26,2007-03-30,NA,2021,29,29,NA,NA,NA,NA,NA,NA,5.43,Hybrid Regime,60,675.66,0.48,60.75,10.42,5.08,NA,NA,NA
Liberia,2007-03-30,2012-07-26,2007-03-30,NA,2020,28,28,NA,NA,NA,NA,NA,NA,5.32,Hybrid Regime,60,597.53,NA,NA,NA,NA,NA,NA,NA
Liberia,2007-03-30,2012-07-26,2007-03-30,NA,2019,28,28,NA,NA,NA,NA,NA,NA,5.45,Hybrid Regime,62,665.88,NA,NA,NA,NA,NA,NA,NA
Liberia,2007-03-30,2012-07-26,2007-03-30,NA,2018,32,32,NA,NA,NA,NA,NA,NA,5.35,Hybrid Regime,62,700.04,NA,NA,NA,NA,NA,NA,NA
Liberia,2007-03-30,2012-07-26,2007-03-30,NA,2017,31,31,NA,NA,NA,NA,NA,NA,5.23,Hybrid Regime,62,706.89,NA,NA,NA,NA,NA,NA,5.95
Liberia,2007-03-30,2012-07-26,2007-03-30,NA,2016,37,37,NA,NA,NA,NA,NA,NA,5.31,Hybrid Regime,61,722.13,NA,NA,NA,NA,NA,NA,3.08
Liberia,2007-03-30,2012-07-26,2007-03-30,NA,2015,37,37,NA,NA,NA,NA,NA,NA,4.95,Hybrid Regime,56,699.66,NA,NA,NA,NA,NA,NA,NA
Liberia,2007-03-30,2012-07-26,2007-03-30,NA,2014,37,37,NA,NA,NA,NA,NA,NA,4.95,Hybrid Regime,59,713.73,NA,NA,NA,NA,NA,NA,2.08
Liberia,2007-03-30,2012-07-26,2007-03-30,NA,2013,38,38,NA,NA,NA,NA,NA,NA,4.95,Hybrid Regime,60,717.64,NA,NA,NA,NA,NA,NA,NA
Liberia,2007-03-30,2012-07-26,2007-03-30,NA,2012,41,41,NA,NA,NA,NA,NA,NA,4.95,Hybrid Regime,NA,644.46,NA,NA,NA,NA,NA,NA,NA
Liberia,2007-03-30,2012-07-26,2007-03-30,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,5.07,Hybrid Regime,NA,573.53,NA,NA,NA,NA,NA,NA,NA
Liberia,2007-03-30,2012-07-26,2007-03-30,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,5.07,Hybrid Regime,NA,497.02,NA,NA,NA,NA,NA,NA,2.27
Liberia,2007-03-30,2012-07-26,2007-03-30,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.75,NA,NA,NA,NA,NA,NA,NA
Liberia,2007-03-30,2012-07-26,2007-03-30,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,5.25,Hybrid Regime,NA,456.14,NA,NA,NA,NA,NA,NA,NA
Libya,2008-05-01,2018-02-13,NA,NA,2023,NA,NA,100,17,66,67,22,74,NA,NA,10,NA,NA,NA,NA,NA,60.2,39.8,NA
Libya,2008-05-01,2018-02-13,NA,NA,2022,17,17,NA,NA,NA,NA,NA,NA,2.06,Authoritarian Regime,9,6716.1,NA,NA,NA,NA,60.3,39.7,NA
Libya,2008-05-01,2018-02-13,NA,NA,2021,17,17,NA,NA,NA,NA,NA,NA,1.95,Authoritarian Regime,9,5908.95,0.72,71.91,12.85,7.6,62,38,NA
Libya,2008-05-01,2018-02-13,NA,NA,2020,17,17,NA,NA,NA,NA,NA,NA,1.95,Authoritarian Regime,9,7034.66,NA,NA,NA,NA,62.2,37.8,NA
Libya,2008-05-01,2018-02-13,NA,NA,2019,18,18,NA,NA,NA,NA,NA,NA,2.02,Authoritarian Regime,9,10542.43,NA,NA,NA,NA,59.2,40.8,NA
Libya,2008-05-01,2018-02-13,NA,NA,2018,17,17,NA,NA,NA,NA,NA,NA,2.19,Authoritarian Regime,9,11838.3,NA,NA,NA,NA,56.7,43.3,NA
Libya,2008-05-01,2018-02-13,NA,NA,2017,17,17,NA,NA,NA,NA,NA,NA,2.32,Authoritarian Regime,13,10529.12,NA,NA,NA,NA,54.5,45.5,NA
Libya,2008-05-01,2018-02-13,NA,NA,2016,14,14,NA,NA,NA,NA,NA,NA,2.25,Authoritarian Regime,20,7945.01,NA,NA,NA,NA,57.8,42.2,NA
Libya,2008-05-01,2018-02-13,NA,NA,2015,16,16,NA,NA,NA,NA,NA,NA,2.25,Authoritarian Regime,23,7867.52,NA,NA,NA,NA,69.6,30.4,NA
Libya,2008-05-01,2018-02-13,NA,NA,2014,18,18,NA,NA,NA,NA,NA,NA,3.8,Authoritarian Regime,41,9408.75,NA,NA,NA,NA,61.4,38.6,NA
Libya,2008-05-01,2018-02-13,NA,NA,2013,15,15,NA,NA,NA,NA,NA,NA,4.82,Hybrid Regime,43,12589.53,NA,NA,NA,NA,NA,NA,NA
Libya,2008-05-01,2018-02-13,NA,NA,2012,21,21,NA,NA,NA,NA,NA,NA,5.15,Hybrid Regime,NA,15765.42,NA,NA,NA,NA,NA,NA,19.03
Libya,2008-05-01,2018-02-13,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,3.55,Authoritarian Regime,NA,7784.13,NA,NA,NA,NA,NA,NA,NA
Libya,2008-05-01,2018-02-13,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,1.94,Authoritarian Regime,NA,11611.36,NA,NA,NA,NA,NA,NA,NA
Libya,2008-05-01,2018-02-13,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9560.8,NA,NA,NA,NA,NA,NA,NA
Libya,2008-05-01,2018-02-13,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,2,Authoritarian Regime,NA,13921.9,NA,NA,NA,NA,NA,NA,NA
Liechtenstein,2020-09-08,2023-12-18,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
Liechtenstein,2020-09-08,2023-12-18,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
Liechtenstein,2020-09-08,2023-12-18,NA,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,184083.32,0.94,83.26,15.18,12.54,NA,NA,NA
Liechtenstein,2020-09-08,2023-12-18,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,165284.5,NA,NA,NA,NA,NA,NA,NA
Liechtenstein,2020-09-08,2023-12-18,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,167259.16,NA,NA,NA,NA,NA,NA,NA
Liechtenstein,2020-09-08,2023-12-18,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,175286.62,NA,NA,NA,NA,NA,NA,NA
Liechtenstein,2020-09-08,2023-12-18,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,170875.74,NA,NA,NA,NA,NA,NA,NA
Liechtenstein,2020-09-08,2023-12-18,NA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,165845.93,NA,NA,NA,NA,NA,NA,NA
Liechtenstein,2020-09-08,2023-12-18,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,167809.21,NA,NA,NA,NA,NA,NA,NA
Liechtenstein,2020-09-08,2023-12-18,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,179467.51,NA,NA,NA,NA,NA,NA,NA
Liechtenstein,2020-09-08,2023-12-18,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,173659.5,NA,NA,NA,NA,NA,NA,NA
Liechtenstein,2020-09-08,2023-12-18,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149461.71,NA,NA,NA,NA,NA,NA,NA
Liechtenstein,2020-09-08,2023-12-18,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158603.6,NA,NA,NA,NA,NA,NA,NA
Liechtenstein,2020-09-08,2023-12-18,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141466.88,NA,NA,NA,NA,NA,NA,NA
Liechtenstein,2020-09-08,2023-12-18,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126261.43,NA,NA,NA,NA,NA,NA,NA
Liechtenstein,2020-09-08,2023-12-18,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143540.57,NA,NA,NA,NA,NA,NA,NA
Lithuania,2007-03-30,2010-08-18,2007-03-30,2010-08-18,2023,NA,NA,42,55,19,65,49,16,NA,NA,89,NA,NA,NA,NA,NA,33,67,NA
Lithuania,2007-03-30,2010-08-18,2007-03-30,2010-08-18,2022,62,62,NA,NA,NA,NA,NA,NA,7.31,Flawed Democracy,89,24826.79,NA,NA,NA,NA,33.3,66.7,5.96
Lithuania,2007-03-30,2010-08-18,2007-03-30,2010-08-18,2021,61,61,NA,NA,NA,NA,NA,NA,7.18,Flawed Democracy,90,23712.54,0.88,73.72,16.29,13.5,33.8,66.2,7.11
Lithuania,2007-03-30,2010-08-18,2007-03-30,2010-08-18,2020,60,60,NA,NA,NA,NA,NA,NA,7.13,Flawed Democracy,91,20363.92,NA,NA,NA,NA,33.1,66.9,8.49
Lithuania,2007-03-30,2010-08-18,2007-03-30,2010-08-18,2019,60,60,NA,NA,NA,NA,NA,NA,7.5,Flawed Democracy,91,19598.4,NA,NA,NA,NA,36.5,63.5,6.26
Lithuania,2007-03-30,2010-08-18,2007-03-30,2010-08-18,2018,59,59,NA,NA,NA,NA,NA,NA,7.5,Flawed Democracy,91,19186.36,NA,NA,NA,NA,37.6,62.4,6.15
Lithuania,2007-03-30,2010-08-18,2007-03-30,2010-08-18,2017,59,59,NA,NA,NA,NA,NA,NA,7.41,Flawed Democracy,91,16885.41,NA,NA,NA,NA,40,60,7.07
Lithuania,2007-03-30,2010-08-18,2007-03-30,2010-08-18,2016,59,59,NA,NA,NA,NA,NA,NA,7.47,Flawed Democracy,91,15008.31,NA,NA,NA,NA,43.2,56.8,7.86
Lithuania,2007-03-30,2010-08-18,2007-03-30,2010-08-18,2015,59,59,NA,NA,NA,NA,NA,NA,7.54,Flawed Democracy,91,14263.96,NA,NA,NA,NA,36.7,63.3,9.12
Lithuania,2007-03-30,2010-08-18,2007-03-30,2010-08-18,2014,58,58,NA,NA,NA,NA,NA,NA,7.54,Flawed Democracy,90,16551.02,NA,NA,NA,NA,34.7,65.3,10.7
Lithuania,2007-03-30,2010-08-18,2007-03-30,2010-08-18,2013,57,57,NA,NA,NA,NA,NA,NA,7.54,Flawed Democracy,90,15729.65,NA,NA,NA,NA,34.6,65.4,11.77
Lithuania,2007-03-30,2010-08-18,2007-03-30,2010-08-18,2012,54,54,NA,NA,NA,NA,NA,NA,7.24,Flawed Democracy,NA,14367.71,NA,NA,NA,NA,39.1,60.9,13.36
Lithuania,2007-03-30,2010-08-18,2007-03-30,2010-08-18,2011,NA,NA,NA,NA,NA,NA,NA,NA,7.24,Flawed Democracy,NA,14376.95,NA,NA,NA,NA,NA,NA,15.39
Lithuania,2007-03-30,2010-08-18,2007-03-30,2010-08-18,2010,NA,NA,NA,NA,NA,NA,NA,NA,7.24,Flawed Democracy,NA,11987.51,NA,NA,NA,NA,NA,NA,17.81
Lithuania,2007-03-30,2010-08-18,2007-03-30,2010-08-18,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11820.78,NA,NA,NA,NA,NA,NA,13.79
Lithuania,2007-03-30,2010-08-18,2007-03-30,2010-08-18,2008,NA,NA,NA,NA,NA,NA,NA,NA,7.36,Flawed Democracy,NA,14945,NA,NA,NA,NA,NA,NA,5.83
Luxembourg,2007-03-30,2011-09-26,2007-03-30,2011-09-26,2023,NA,NA,40,60,50,70,64,56,NA,NA,97,NA,NA,NA,NA,NA,35.1,64.9,NA
Luxembourg,2007-03-30,2011-09-26,2007-03-30,2011-09-26,2022,77,77,NA,NA,NA,NA,NA,NA,8.81,Full Democracy,97,126426.09,NA,NA,NA,NA,35.7,64.3,4.58
Luxembourg,2007-03-30,2011-09-26,2007-03-30,2011-09-26,2021,81,81,NA,NA,NA,NA,NA,NA,8.68,Full Democracy,97,133590.15,0.93,82.63,14.4,13.02,32.2,67.8,5.25
Luxembourg,2007-03-30,2011-09-26,2007-03-30,2011-09-26,2020,80,80,NA,NA,NA,NA,NA,NA,8.68,Full Democracy,98,117370.5,NA,NA,NA,NA,33.4,66.6,6.77
Luxembourg,2007-03-30,2011-09-26,2007-03-30,2011-09-26,2019,80,80,NA,NA,NA,NA,NA,NA,8.81,Full Democracy,98,112621.82,NA,NA,NA,NA,29.1,70.9,5.59
Luxembourg,2007-03-30,2011-09-26,2007-03-30,2011-09-26,2018,81,81,NA,NA,NA,NA,NA,NA,8.81,Full Democracy,98,116786.51,NA,NA,NA,NA,32.1,67.9,5.59
Luxembourg,2007-03-30,2011-09-26,2007-03-30,2011-09-26,2017,82,82,NA,NA,NA,NA,NA,NA,8.81,Full Democracy,98,110193.21,NA,NA,NA,NA,29,71,5.52
Luxembourg,2007-03-30,2011-09-26,2007-03-30,2011-09-26,2016,81,81,NA,NA,NA,NA,NA,NA,8.81,Full Democracy,98,106899.29,NA,NA,NA,NA,36,64,6.29
Luxembourg,2007-03-30,2011-09-26,2007-03-30,2011-09-26,2015,85,85,NA,NA,NA,NA,NA,NA,8.88,Full Democracy,98,105462.01,NA,NA,NA,NA,35.7,64.3,6.67
Luxembourg,2007-03-30,2011-09-26,2007-03-30,2011-09-26,2014,82,82,NA,NA,NA,NA,NA,NA,8.88,Full Democracy,99,123678.7,NA,NA,NA,NA,31.9,68.1,5.85
Luxembourg,2007-03-30,2011-09-26,2007-03-30,2011-09-26,2013,80,80,NA,NA,NA,NA,NA,NA,8.88,Full Democracy,100,120000.14,NA,NA,NA,NA,18.8,81.2,5.85
Luxembourg,2007-03-30,2011-09-26,2007-03-30,2011-09-26,2012,80,80,NA,NA,NA,NA,NA,NA,8.88,Full Democracy,NA,112584.68,NA,NA,NA,NA,NA,NA,5.14
Luxembourg,2007-03-30,2011-09-26,2007-03-30,2011-09-26,2011,NA,NA,NA,NA,NA,NA,NA,NA,8.88,Full Democracy,NA,119025.06,NA,NA,NA,NA,NA,NA,4.9
Luxembourg,2007-03-30,2011-09-26,2007-03-30,2011-09-26,2010,NA,NA,NA,NA,NA,NA,NA,NA,8.88,Full Democracy,NA,110885.99,NA,NA,NA,NA,NA,NA,4.36
Luxembourg,2007-03-30,2011-09-26,2007-03-30,2011-09-26,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109419.75,NA,NA,NA,NA,NA,NA,5.12
Luxembourg,2007-03-30,2011-09-26,2007-03-30,2011-09-26,2008,NA,NA,NA,NA,NA,NA,NA,NA,9.1,Full Democracy,NA,120422.14,NA,NA,NA,NA,NA,NA,5.06
Madagascar,2007-09-25,2015-06-12,2007-09-25,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA
Madagascar,2007-09-25,2015-06-12,2007-09-25,NA,2022,26,26,NA,NA,NA,NA,NA,NA,5.7,Hybrid Regime,61,505.04,NA,NA,NA,NA,NA,NA,NA
Madagascar,2007-09-25,2015-06-12,2007-09-25,NA,2021,26,26,NA,NA,NA,NA,NA,NA,5.7,Hybrid Regime,60,503.35,0.5,64.49,10.13,5.12,NA,NA,NA
Madagascar,2007-09-25,2015-06-12,2007-09-25,NA,2020,25,25,NA,NA,NA,NA,NA,NA,5.7,Hybrid Regime,61,462.4,NA,NA,NA,NA,NA,NA,NA
Madagascar,2007-09-25,2015-06-12,2007-09-25,NA,2019,24,24,NA,NA,NA,NA,NA,NA,5.64,Hybrid Regime,56,512.28,NA,NA,NA,NA,NA,NA,NA
Madagascar,2007-09-25,2015-06-12,2007-09-25,NA,2018,25,25,NA,NA,NA,NA,NA,NA,5.22,Hybrid Regime,56,512.54,NA,NA,NA,NA,NA,NA,NA
Madagascar,2007-09-25,2015-06-12,2007-09-25,NA,2017,24,24,NA,NA,NA,NA,NA,NA,5.11,Hybrid Regime,56,503.5,NA,NA,NA,NA,NA,NA,NA
Madagascar,2007-09-25,2015-06-12,2007-09-25,NA,2016,26,26,NA,NA,NA,NA,NA,NA,5.07,Hybrid Regime,56,464.62,NA,NA,NA,NA,NA,NA,NA
Madagascar,2007-09-25,2015-06-12,2007-09-25,NA,2015,28,28,NA,NA,NA,NA,NA,NA,4.85,Hybrid Regime,52,455.64,NA,NA,NA,NA,NA,NA,1.79
Madagascar,2007-09-25,2015-06-12,2007-09-25,NA,2014,28,28,NA,NA,NA,NA,NA,NA,4.42,Hybrid Regime,43,517.14,NA,NA,NA,NA,NA,NA,NA
Madagascar,2007-09-25,2015-06-12,2007-09-25,NA,2013,28,28,NA,NA,NA,NA,NA,NA,4.32,Hybrid Regime,35,526.69,NA,NA,NA,NA,NA,NA,NA
Madagascar,2007-09-25,2015-06-12,2007-09-25,NA,2012,32,32,NA,NA,NA,NA,NA,NA,3.93,Authoritarian Regime,NA,504.17,NA,NA,NA,NA,NA,NA,0.6
Madagascar,2007-09-25,2015-06-12,2007-09-25,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,3.93,Authoritarian Regime,NA,516.9,NA,NA,NA,NA,NA,NA,NA
Madagascar,2007-09-25,2015-06-12,2007-09-25,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,3.94,Authoritarian Regime,NA,459.38,NA,NA,NA,NA,NA,NA,4.28
Madagascar,2007-09-25,2015-06-12,2007-09-25,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455.41,NA,NA,NA,NA,NA,NA,NA
Madagascar,2007-09-25,2015-06-12,2007-09-25,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,5.57,Hybrid Regime,NA,522.83,NA,NA,NA,NA,NA,NA,NA
