country,crpd_category,crpd_category_v,year,cpi_score.x,cpi_score.y,power_distance,individualism,motivation,uncertainty_avoidance,long_term_orientation,indulgence,democracy_index,democracy_cat,freedom_index,gdp,human_development_index,life_expectancy,expected_years_of_schooling,mean_years_of_schooling,masculinity_index,crime_index,safety_index,unemployment_rate
North Korea,ratified protocol,3,2019,NA,NA,NA,NA,NA,NA,NA,NA,1.08,Authoritarian Regime,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Korea,ratified protocol,3,2018,NA,NA,NA,NA,NA,NA,NA,NA,1.08,Authoritarian Regime,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Korea,ratified protocol,3,2017,NA,NA,NA,NA,NA,NA,NA,NA,1.08,Authoritarian Regime,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Korea,ratified protocol,3,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,52.4,47.6,NA
Democratic Republic of the Congo,ratified both crpd and protocol,4,2021,19,19,NA,NA,NA,NA,NA,NA,1.4,Authoritarian Regime,20,577.21,0.48,59.19,9.82,7.02,NA,NA,NA,NA
Democratic Republic of the Congo,ratified both crpd and protocol,4,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,ratified both crpd and protocol,4,2022,20,20,NA,NA,NA,NA,NA,NA,1.48,Authoritarian Regime,19,586.46,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,ratified both crpd and protocol,4,2020,18,18,NA,NA,NA,NA,NA,NA,1.13,Authoritarian Regime,18,524.67,NA,NA,NA,NA,NA,NA,NA,1.47
Democratic Republic of the Congo,ratified both crpd and protocol,4,2019,18,18,NA,NA,NA,NA,NA,NA,1.13,Authoritarian Regime,15,575.88,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,ratified both crpd and protocol,4,2018,20,20,NA,NA,NA,NA,NA,NA,1.49,Authoritarian Regime,17,546.21,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,ratified both crpd and protocol,4,2017,21,21,NA,NA,NA,NA,NA,NA,1.61,Authoritarian Regime,19,451.09,NA,NA,NA,NA,NA,NA,NA,NA
Denmark,ratified protocol,3,2023,NA,NA,18,89,16,23,59,70,NA,NA,97,NA,NA,NA,NA,NA,16,26.6,73.4,NA
Denmark,ratified protocol,3,2022,90,90,NA,NA,NA,NA,NA,NA,9.28,Full Democracy,97,66983.13,NA,NA,NA,NA,NA,26.6,73.4,4.43
Denmark,ratified protocol,3,2021,88,88,NA,NA,NA,NA,NA,NA,9.09,Full Democracy,97,68007.76,0.95,81.38,18.71,12.96,NA,26.7,73.3,5.04
Denmark,ratified protocol,3,2020,88,88,NA,NA,NA,NA,NA,NA,9.15,Full Democracy,97,60915.42,NA,NA,NA,NA,NA,25.1,74.9,5.64
Denmark,ratified protocol,3,2019,87,87,NA,NA,NA,NA,NA,NA,9.22,Full Democracy,97,59592.98,NA,NA,NA,NA,NA,24.2,75.8,5.02
Denmark,ratified protocol,3,2018,88,88,NA,NA,NA,NA,NA,NA,9.22,Full Democracy,97,61591.93,NA,NA,NA,NA,NA,22,78,5.13
Denmark,ratified protocol,3,2017,88,88,NA,NA,NA,NA,NA,NA,9.22,Full Democracy,97,57610.1,NA,NA,NA,NA,NA,21.1,78.9,5.83
Djibouti,ratified both crpd and protocol,4,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,ratified both crpd and protocol,4,2022,30,30,NA,NA,NA,NA,NA,NA,2.74,Authoritarian Regime,24,3136.11,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,ratified both crpd and protocol,4,2021,30,30,NA,NA,NA,NA,NA,NA,2.74,Authoritarian Regime,24,3050.31,0.51,62.3,7.43,4.1,NA,NA,NA,NA
Djibouti,ratified both crpd and protocol,4,2020,27,27,NA,NA,NA,NA,NA,NA,2.71,Authoritarian Regime,24,2918,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,ratified both crpd and protocol,4,2019,30,30,NA,NA,NA,NA,NA,NA,2.77,Authoritarian Regime,26,2876.04,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,ratified both crpd and protocol,4,2018,31,31,NA,NA,NA,NA,NA,NA,2.87,Authoritarian Regime,26,2755.84,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,ratified both crpd and protocol,4,2017,31,31,NA,NA,NA,NA,NA,NA,2.76,Authoritarian Regime,26,2655.73,NA,NA,NA,NA,NA,NA,NA,26.06
Dominica,ratified both crpd and protocol,4,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominica,ratified both crpd and protocol,4,2022,55,55,NA,NA,NA,NA,NA,NA,NA,NA,93,8414.54,NA,NA,NA,NA,NA,NA,NA,NA
Dominica,ratified both crpd and protocol,4,2021,55,55,NA,NA,NA,NA,NA,NA,NA,NA,93,7668.16,0.72,72.81,13.32,8.14,NA,NA,NA,NA
Dominica,ratified both crpd and protocol,4,2020,55,55,NA,NA,NA,NA,NA,NA,NA,NA,93,7003.47,NA,NA,NA,NA,NA,NA,NA,NA
Dominica,ratified both crpd and protocol,4,2019,55,55,NA,NA,NA,NA,NA,NA,NA,NA,93,8561.59,NA,NA,NA,NA,NA,NA,NA,NA
Dominica,ratified both crpd and protocol,4,2018,57,57,NA,NA,NA,NA,NA,NA,NA,NA,93,7833.2,NA,NA,NA,NA,NA,NA,NA,NA
Dominica,ratified both crpd and protocol,4,2017,57,57,NA,NA,NA,NA,NA,NA,NA,NA,95,7408.09,NA,NA,NA,NA,NA,NA,NA,NA
Dominican Republic,ratified both crpd and protocol,4,2023,NA,NA,65,38,65,45,11,54,NA,NA,68,NA,NA,NA,NA,NA,NA,61.2,38.8,NA
Dominican Republic,ratified both crpd and protocol,4,2022,32,32,NA,NA,NA,NA,NA,NA,6.39,Flawed Democracy,68,10120.55,NA,NA,NA,NA,NA,60.9,39.1,NA
Dominican Republic,ratified both crpd and protocol,4,2021,30,30,NA,NA,NA,NA,NA,NA,6.45,Flawed Democracy,67,8476.75,0.77,72.61,14.47,9.31,NA,60.1,39.9,7.7
Dominican Republic,ratified both crpd and protocol,4,2020,28,28,NA,NA,NA,NA,NA,NA,6.32,Flawed Democracy,67,7167.91,NA,NA,NA,NA,NA,61.2,38.8,6.13
Dominican Republic,ratified both crpd and protocol,4,2019,28,28,NA,NA,NA,NA,NA,NA,6.54,Flawed Democracy,67,8173.34,NA,NA,NA,NA,NA,61.4,38.6,6.18
Dominican Republic,ratified both crpd and protocol,4,2018,30,30,NA,NA,NA,NA,NA,NA,6.54,Flawed Democracy,67,7947.16,NA,NA,NA,NA,NA,61.5,38.5,5.86
Dominican Republic,ratified both crpd and protocol,4,2017,29,29,NA,NA,NA,NA,NA,NA,6.66,Flawed Democracy,68,7513.5,NA,NA,NA,NA,NA,62.6,37.4,5.83
Ecuador,ratified both crpd and protocol,4,2023,NA,NA,78,24,63,67,24,NA,NA,NA,70,NA,NA,NA,NA,NA,63,59.4,40.6,NA
Ecuador,ratified both crpd and protocol,4,2022,36,36,NA,NA,NA,NA,NA,NA,5.69,Hybrid Regime,71,6391.28,NA,NA,NA,NA,NA,57.2,42.8,3.76
Ecuador,ratified both crpd and protocol,4,2021,36,36,NA,NA,NA,NA,NA,NA,5.71,Hybrid Regime,67,5965.13,0.74,73.67,14.62,8.82,NA,54.4,45.6,4.55
Ecuador,ratified both crpd and protocol,4,2020,39,39,NA,NA,NA,NA,NA,NA,6.13,Flawed Democracy,65,5645.2,NA,NA,NA,NA,NA,50.9,49.1,6.13
Ecuador,ratified both crpd and protocol,4,2019,38,38,NA,NA,NA,NA,NA,NA,6.33,Flawed Democracy,63,6233.26,NA,NA,NA,NA,NA,49,51,3.81
Ecuador,ratified both crpd and protocol,4,2018,34,34,NA,NA,NA,NA,NA,NA,6.27,Flawed Democracy,60,6321.35,NA,NA,NA,NA,NA,49.2,50.8,3.53
Ecuador,ratified both crpd and protocol,4,2017,32,32,NA,NA,NA,NA,NA,NA,6.02,Flawed Democracy,57,6246.4,NA,NA,NA,NA,NA,50.9,49.1,3.84
Egypt,ratified protocol,3,2023,NA,NA,80,13,55,55,22,0,NA,NA,18,NA,NA,NA,NA,NA,52,47.2,52.8,NA
Egypt,ratified protocol,3,2022,30,30,NA,NA,NA,NA,NA,NA,2.93,Authoritarian Regime,18,4295.41,NA,NA,NA,NA,NA,46.6,53.4,NA
Egypt,ratified protocol,3,2021,33,33,NA,NA,NA,NA,NA,NA,2.93,Authoritarian Regime,18,3886.72,0.73,70.22,13.79,9.57,NA,46.8,53.2,7.44
Egypt,ratified protocol,3,2020,33,33,NA,NA,NA,NA,NA,NA,2.93,Authoritarian Regime,21,3571.56,NA,NA,NA,NA,NA,46.9,53.1,7.97
Egypt,ratified protocol,3,2019,35,35,NA,NA,NA,NA,NA,NA,3.06,Authoritarian Regime,22,3017.26,NA,NA,NA,NA,NA,50.7,49.3,7.85
Egypt,ratified protocol,3,2018,35,35,NA,NA,NA,NA,NA,NA,3.36,Authoritarian Regime,26,2531.2,NA,NA,NA,NA,NA,53.7,46.3,9.86
Egypt,ratified protocol,3,2017,32,32,NA,NA,NA,NA,NA,NA,3.36,Authoritarian Regime,26,2439.97,NA,NA,NA,NA,NA,52.9,47.1,11.77
El Salvador,ratified both crpd and protocol,4,2023,NA,NA,66,19,40,94,20,89,NA,NA,56,NA,NA,NA,NA,NA,40,64.4,35.6,NA
El Salvador,ratified both crpd and protocol,4,2022,33,33,NA,NA,NA,NA,NA,NA,5.06,Hybrid Regime,59,5127.32,NA,NA,NA,NA,NA,68.6,31.4,3
El Salvador,ratified both crpd and protocol,4,2021,34,34,NA,NA,NA,NA,NA,NA,5.72,Hybrid Regime,63,4664.31,0.68,70.75,12.67,7.15,NA,68.8,31.2,4.33
El Salvador,ratified both crpd and protocol,4,2020,36,36,NA,NA,NA,NA,NA,NA,5.9,Hybrid Regime,66,3961.73,NA,NA,NA,NA,NA,68,32,5.01
El Salvador,ratified both crpd and protocol,4,2019,34,34,NA,NA,NA,NA,NA,NA,6.15,Flawed Democracy,67,4280.29,NA,NA,NA,NA,NA,68.1,31.9,4.17
El Salvador,ratified both crpd and protocol,4,2018,35,35,NA,NA,NA,NA,NA,NA,5.96,Hybrid Regime,70,4145.86,NA,NA,NA,NA,NA,69.7,30.3,4.01
El Salvador,ratified both crpd and protocol,4,2017,33,33,NA,NA,NA,NA,NA,NA,6.43,Flawed Democracy,70,3986.05,NA,NA,NA,NA,NA,71.6,28.4,4.39
Equatorial Guinea,ratified protocol,3,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,ratified protocol,3,2022,17,17,NA,NA,NA,NA,NA,NA,1.92,Authoritarian Regime,5,7053.47,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,ratified protocol,3,2021,17,17,NA,NA,NA,NA,NA,NA,1.92,Authoritarian Regime,5,7506.67,0.6,60.59,9.73,5.91,NA,NA,NA,NA
Equatorial Guinea,ratified protocol,3,2020,16,16,NA,NA,NA,NA,NA,NA,1.92,Authoritarian Regime,6,6327.6,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,ratified protocol,3,2019,16,16,NA,NA,NA,NA,NA,NA,1.92,Authoritarian Regime,6,7317.39,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,ratified protocol,3,2018,16,16,NA,NA,NA,NA,NA,NA,1.92,Authoritarian Regime,7,8719.19,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,ratified protocol,3,2017,17,17,NA,NA,NA,NA,NA,NA,1.81,Authoritarian Regime,8,8410.4,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,ratified both crpd and protocol,4,2023,NA,NA,40,62,30,60,71,16,NA,NA,94,NA,NA,NA,NA,NA,NA,25.1,74.9,NA
Estonia,ratified both crpd and protocol,4,2022,74,74,NA,NA,NA,NA,NA,NA,7.96,Flawed Democracy,94,28332.63,NA,NA,NA,NA,NA,23.8,76.2,5.57
Estonia,ratified both crpd and protocol,4,2021,74,74,NA,NA,NA,NA,NA,NA,7.84,Flawed Democracy,94,27943.7,0.89,77.14,15.93,13.55,NA,23.4,76.6,6.18
Estonia,ratified both crpd and protocol,4,2020,75,75,NA,NA,NA,NA,NA,NA,7.84,Flawed Democracy,94,23595.24,NA,NA,NA,NA,NA,23.1,76.9,6.8
Estonia,ratified both crpd and protocol,4,2019,74,74,NA,NA,NA,NA,NA,NA,7.9,Flawed Democracy,94,23424.48,NA,NA,NA,NA,NA,20.8,79.2,4.45
Estonia,ratified both crpd and protocol,4,2018,73,73,NA,NA,NA,NA,NA,NA,7.97,Flawed Democracy,94,23165.85,NA,NA,NA,NA,NA,20.8,79.2,5.37
Estonia,ratified both crpd and protocol,4,2017,71,71,NA,NA,NA,NA,NA,NA,7.79,Flawed Democracy,94,20437.77,NA,NA,NA,NA,NA,23,77,5.76
Eswatini,ratified both crpd and protocol,4,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eswatini,ratified both crpd and protocol,4,2022,30,30,NA,NA,NA,NA,NA,NA,3.01,Authoritarian Regime,17,4039.52,NA,NA,NA,NA,NA,NA,NA,NA
Eswatini,ratified both crpd and protocol,4,2021,32,32,NA,NA,NA,NA,NA,NA,3.08,Authoritarian Regime,19,3982.91,NA,NA,NA,NA,NA,NA,NA,NA
Eswatini,ratified both crpd and protocol,4,2020,33,33,NA,NA,NA,NA,NA,NA,3.08,Authoritarian Regime,19,3372.9,NA,NA,NA,NA,NA,NA,NA,NA
Eswatini,ratified both crpd and protocol,4,2019,34,34,NA,NA,NA,NA,NA,NA,3.14,Authoritarian Regime,16,3818.54,NA,NA,NA,NA,NA,NA,NA,NA
Eswatini,ratified both crpd and protocol,4,2018,38,38,NA,NA,NA,NA,NA,NA,3.03,Authoritarian Regime,16,4021.45,NA,NA,NA,NA,NA,NA,NA,NA
Eswatini,ratified both crpd and protocol,4,2017,39,39,NA,NA,NA,NA,NA,NA,3.03,Authoritarian Regime,18,3824.05,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,ratified protocol,3,2023,NA,NA,70,7,65,55,14,46,NA,NA,21,NA,NA,NA,NA,NA,41,50.9,49.1,NA
Ethiopia,ratified protocol,3,2022,38,38,NA,NA,NA,NA,NA,NA,3.17,Authoritarian Regime,23,1027.59,NA,NA,NA,NA,NA,50.1,49.9,NA
Ethiopia,ratified protocol,3,2021,39,39,NA,NA,NA,NA,NA,NA,3.3,Authoritarian Regime,22,925,0.5,64.97,9.65,3.2,NA,50,50,3.93
Ethiopia,ratified protocol,3,2020,38,38,NA,NA,NA,NA,NA,NA,3.38,Authoritarian Regime,24,918.65,NA,NA,NA,NA,NA,49.2,50.8,NA
Ethiopia,ratified protocol,3,2019,37,37,NA,NA,NA,NA,NA,NA,3.44,Authoritarian Regime,19,840.45,NA,NA,NA,NA,NA,47.2,52.8,NA
Ethiopia,ratified protocol,3,2018,34,34,NA,NA,NA,NA,NA,NA,3.35,Authoritarian Regime,12,758.3,NA,NA,NA,NA,NA,47.7,52.3,NA
Ethiopia,ratified protocol,3,2017,35,35,NA,NA,NA,NA,NA,NA,3.42,Authoritarian Regime,12,755.75,NA,NA,NA,NA,NA,49.2,50.8,NA
Fiji,ratified protocol,3,2023,NA,NA,78,14,46,48,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,57,43,NA
Fiji,ratified protocol,3,2022,53,53,NA,NA,NA,NA,NA,NA,5.55,Hybrid Regime,58,5316.66,NA,NA,NA,NA,NA,55.6,44.4,NA
Fiji,ratified protocol,3,2021,55,55,NA,NA,NA,NA,NA,NA,5.61,Hybrid Regime,60,4646.54,0.73,67.11,14.74,10.92,NA,57.9,42.1,NA
Fiji,ratified protocol,3,2020,NA,NA,NA,NA,NA,NA,NA,NA,5.72,Hybrid Regime,60,4864.11,NA,NA,NA,NA,NA,58.9,41.1,NA
Fiji,ratified protocol,3,2019,NA,NA,NA,NA,NA,NA,NA,NA,5.85,Hybrid Regime,61,5968.32,NA,NA,NA,NA,NA,NA,NA,NA
Fiji,ratified protocol,3,2018,NA,NA,NA,NA,NA,NA,NA,NA,5.85,Hybrid Regime,59,6073.4,NA,NA,NA,NA,NA,NA,NA,NA
Fiji,ratified protocol,3,2017,NA,NA,NA,NA,NA,NA,NA,NA,5.85,Hybrid Regime,59,5825.2,NA,NA,NA,NA,NA,55.6,44.4,NA
Finland,ratified both crpd and protocol,4,2023,NA,NA,33,75,26,59,63,57,NA,NA,100,NA,NA,NA,NA,NA,26,26.8,73.2,NA
Finland,ratified both crpd and protocol,4,2022,87,87,NA,NA,NA,NA,NA,NA,9.29,Full Democracy,100,50536.62,NA,NA,NA,NA,NA,27.3,72.7,6.72
Finland,ratified both crpd and protocol,4,2021,88,88,NA,NA,NA,NA,NA,NA,9.27,Full Democracy,100,53489.75,0.94,82.04,19.05,12.87,NA,27,73,7.61
Finland,ratified both crpd and protocol,4,2020,85,85,NA,NA,NA,NA,NA,NA,9.2,Full Democracy,100,49169.72,NA,NA,NA,NA,NA,23.3,76.7,7.76
Finland,ratified both crpd and protocol,4,2019,86,86,NA,NA,NA,NA,NA,NA,9.25,Full Democracy,100,48629.86,NA,NA,NA,NA,NA,22.8,77.2,6.69
Finland,ratified both crpd and protocol,4,2018,85,85,NA,NA,NA,NA,NA,NA,9.14,Full Democracy,100,49987.63,NA,NA,NA,NA,NA,23.7,76.3,7.36
Finland,ratified both crpd and protocol,4,2017,85,85,NA,NA,NA,NA,NA,NA,9.03,Full Democracy,100,46412.14,NA,NA,NA,NA,NA,24.6,75.4,8.64
France,ratified both crpd and protocol,4,2023,NA,NA,68,74,43,86,60,48,NA,NA,89,NA,NA,NA,NA,NA,43,55.3,44.7,NA
France,ratified both crpd and protocol,4,2022,72,72,NA,NA,NA,NA,NA,NA,8.07,Full Democracy,89,40963.84,NA,NA,NA,NA,NA,52.4,47.6,7.31
France,ratified both crpd and protocol,4,2021,71,71,NA,NA,NA,NA,NA,NA,7.99,Flawed Democracy,90,43658.98,0.9,82.5,15.81,11.61,NA,49.2,50.8,7.87
France,ratified both crpd and protocol,4,2020,69,69,NA,NA,NA,NA,NA,NA,7.99,Flawed Democracy,90,39055.28,NA,NA,NA,NA,NA,46.8,53.2,8.01
France,ratified both crpd and protocol,4,2019,69,69,NA,NA,NA,NA,NA,NA,8.12,Full Democracy,90,40494.9,NA,NA,NA,NA,NA,46.4,53.6,8.41
France,ratified both crpd and protocol,4,2018,72,72,NA,NA,NA,NA,NA,NA,7.8,Flawed Democracy,90,41557.85,NA,NA,NA,NA,NA,45.3,54.7,9.02
France,ratified both crpd and protocol,4,2017,70,70,NA,NA,NA,NA,NA,NA,7.8,Flawed Democracy,90,38781.05,NA,NA,NA,NA,NA,43.7,56.3,9.41
Gabon,ratified both crpd and protocol,4,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,ratified both crpd and protocol,4,2022,29,29,NA,NA,NA,NA,NA,NA,3.4,Authoritarian Regime,21,8820.35,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,ratified both crpd and protocol,4,2021,31,31,NA,NA,NA,NA,NA,NA,3.4,Authoritarian Regime,22,8635.8,0.71,65.82,12.98,9.44,NA,NA,NA,NA
Gabon,ratified both crpd and protocol,4,2020,30,30,NA,NA,NA,NA,NA,NA,3.54,Authoritarian Regime,22,6680.08,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,ratified both crpd and protocol,4,2019,31,31,NA,NA,NA,NA,NA,NA,3.61,Authoritarian Regime,23,7523.86,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,ratified both crpd and protocol,4,2018,31,31,NA,NA,NA,NA,NA,NA,3.61,Authoritarian Regime,23,7694.91,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,ratified both crpd and protocol,4,2017,32,32,NA,NA,NA,NA,NA,NA,3.61,Authoritarian Regime,32,6975.7,NA,NA,NA,NA,NA,NA,NA,NA
Gambia,ratified both crpd and protocol,4,2022,34,34,NA,NA,NA,NA,NA,NA,4.47,Hybrid Regime,47,840.01,NA,NA,NA,NA,NA,NA,NA,NA
Gambia,ratified both crpd and protocol,4,2021,37,37,NA,NA,NA,NA,NA,NA,4.41,Hybrid Regime,46,772.15,0.5,62.08,9.42,4.64,NA,NA,NA,NA
Gambia,ratified both crpd and protocol,4,2020,37,37,NA,NA,NA,NA,NA,NA,4.49,Hybrid Regime,46,704.03,NA,NA,NA,NA,NA,NA,NA,NA
Gambia,ratified both crpd and protocol,4,2019,37,37,NA,NA,NA,NA,NA,NA,4.33,Hybrid Regime,45,722.88,NA,NA,NA,NA,NA,NA,NA,NA
Gambia,ratified both crpd and protocol,4,2018,37,37,NA,NA,NA,NA,NA,NA,4.31,Hybrid Regime,41,683.32,NA,NA,NA,NA,NA,NA,NA,4.13
Gambia,ratified both crpd and protocol,4,2017,30,30,NA,NA,NA,NA,NA,NA,4.06,Hybrid Regime,20,632,NA,NA,NA,NA,NA,NA,NA,NA
Gambia,ratified both crpd and protocol,4,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georgia,ratified both crpd and protocol,4,2023,NA,NA,65,15,55,85,24,32,NA,NA,58,NA,NA,NA,NA,NA,NA,25.9,74.1,NA
Georgia,ratified both crpd and protocol,4,2022,56,56,NA,NA,NA,NA,NA,NA,5.2,Hybrid Regime,58,6627.71,NA,NA,NA,NA,NA,24.3,75.7,NA
Georgia,ratified both crpd and protocol,4,2021,55,55,NA,NA,NA,NA,NA,NA,5.12,Hybrid Regime,60,5023.27,0.8,71.69,15.57,12.82,NA,22.6,77.4,NA
Georgia,ratified both crpd and protocol,4,2020,56,56,NA,NA,NA,NA,NA,NA,5.31,Hybrid Regime,61,4255.74,NA,NA,NA,NA,NA,20.2,79.8,11.73
Georgia,ratified both crpd and protocol,4,2019,56,56,NA,NA,NA,NA,NA,NA,5.42,Hybrid Regime,63,4696.15,NA,NA,NA,NA,NA,19.9,80.1,11.57
Georgia,ratified both crpd and protocol,4,2018,58,58,NA,NA,NA,NA,NA,NA,5.5,Hybrid Regime,64,4722.04,NA,NA,NA,NA,NA,20.3,79.7,12.67
Georgia,ratified both crpd and protocol,4,2017,56,56,NA,NA,NA,NA,NA,NA,5.93,Hybrid Regime,64,4356.93,NA,NA,NA,NA,NA,20.8,79.2,13.94
Germany,ratified both crpd and protocol,4,2023,NA,NA,35,79,66,65,57,40,NA,NA,94,NA,NA,NA,NA,NA,66,37.6,62.4,NA
Germany,ratified both crpd and protocol,4,2022,79,79,NA,NA,NA,NA,NA,NA,8.8,Full Democracy,94,48432.46,NA,NA,NA,NA,NA,36.4,63.6,3.14
Germany,ratified both crpd and protocol,4,2021,80,80,NA,NA,NA,NA,NA,NA,8.67,Full Democracy,94,51203.55,0.94,80.63,17.01,14.09,NA,35.4,64.6,3.64
Germany,ratified both crpd and protocol,4,2020,80,80,NA,NA,NA,NA,NA,NA,8.67,Full Democracy,94,46772.83,NA,NA,NA,NA,NA,34.8,65.2,3.86
Germany,ratified both crpd and protocol,4,2019,80,80,NA,NA,NA,NA,NA,NA,8.68,Full Democracy,94,46793.69,NA,NA,NA,NA,NA,34.5,65.5,3.14
Germany,ratified both crpd and protocol,4,2018,80,80,NA,NA,NA,NA,NA,NA,8.68,Full Democracy,94,47939.28,NA,NA,NA,NA,NA,36.7,63.3,3.38
Germany,ratified both crpd and protocol,4,2017,81,81,NA,NA,NA,NA,NA,NA,8.61,Full Democracy,95,44652.59,NA,NA,NA,NA,NA,32,68,3.75
Ghana,ratified both crpd and protocol,4,2023,NA,NA,80,9,40,65,1,72,NA,NA,80,NA,NA,NA,NA,NA,46,44.5,55.5,NA
Ghana,ratified both crpd and protocol,4,2022,43,43,NA,NA,NA,NA,NA,NA,6.43,Flawed Democracy,80,2175.86,NA,NA,NA,NA,NA,46.8,53.2,NA
Ghana,ratified both crpd and protocol,4,2021,43,43,NA,NA,NA,NA,NA,NA,6.5,Flawed Democracy,82,2410.88,0.63,63.8,12.05,8.33,NA,48.5,51.5,NA
Ghana,ratified both crpd and protocol,4,2020,43,43,NA,NA,NA,NA,NA,NA,6.5,Flawed Democracy,82,2176.58,NA,NA,NA,NA,NA,49,51,NA
Ghana,ratified both crpd and protocol,4,2019,41,41,NA,NA,NA,NA,NA,NA,6.63,Flawed Democracy,83,2167.93,NA,NA,NA,NA,NA,51.9,48.1,NA
Ghana,ratified both crpd and protocol,4,2018,41,41,NA,NA,NA,NA,NA,NA,6.63,Flawed Democracy,83,2180.03,NA,NA,NA,NA,NA,45,55,NA
Ghana,ratified both crpd and protocol,4,2017,40,40,NA,NA,NA,NA,NA,NA,6.69,Flawed Democracy,83,1998.72,NA,NA,NA,NA,NA,47,53,3.37
Greece,ratified both crpd and protocol,4,2023,NA,NA,60,59,57,100,51,50,NA,NA,86,NA,NA,NA,NA,NA,57,47,53,NA
Greece,ratified both crpd and protocol,4,2022,52,52,NA,NA,NA,NA,NA,NA,7.97,Flawed Democracy,87,20732.05,NA,NA,NA,NA,NA,47.4,52.6,12.43
Greece,ratified both crpd and protocol,4,2021,49,49,NA,NA,NA,NA,NA,NA,7.56,Flawed Democracy,87,20192.6,0.89,80.11,20.03,11.41,NA,44.1,55.9,14.66
Greece,ratified both crpd and protocol,4,2020,50,50,NA,NA,NA,NA,NA,NA,7.39,Flawed Democracy,88,17658.95,NA,NA,NA,NA,NA,40.3,59.7,15.9
Greece,ratified both crpd and protocol,4,2019,48,48,NA,NA,NA,NA,NA,NA,7.43,Flawed Democracy,87,19144.28,NA,NA,NA,NA,NA,38.6,61.4,17.04
Greece,ratified both crpd and protocol,4,2018,45,45,NA,NA,NA,NA,NA,NA,7.29,Flawed Democracy,85,19756.99,NA,NA,NA,NA,NA,39.1,60.9,19.18
Greece,ratified both crpd and protocol,4,2017,48,48,NA,NA,NA,NA,NA,NA,7.29,Flawed Democracy,84,18582.09,NA,NA,NA,NA,NA,40.3,59.7,21.41
Grenada,ratified protocol,3,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grenada,ratified protocol,3,2022,52,52,NA,NA,NA,NA,NA,NA,NA,NA,89,10016.21,NA,NA,NA,NA,NA,NA,NA,NA
Grenada,ratified protocol,3,2021,53,53,NA,NA,NA,NA,NA,NA,NA,NA,89,9010.51,0.8,74.94,18.66,9.03,NA,NA,NA,NA
Grenada,ratified protocol,3,2020,53,53,NA,NA,NA,NA,NA,NA,NA,NA,89,8437.54,NA,NA,NA,NA,NA,NA,NA,NA
Grenada,ratified protocol,3,2019,53,53,NA,NA,NA,NA,NA,NA,NA,NA,89,9887.92,NA,NA,NA,NA,NA,NA,NA,NA
Grenada,ratified protocol,3,2018,52,52,NA,NA,NA,NA,NA,NA,NA,NA,88,9574.31,NA,NA,NA,NA,NA,NA,NA,NA
Grenada,ratified protocol,3,2017,52,52,NA,NA,NA,NA,NA,NA,NA,NA,89,9309.26,NA,NA,NA,NA,NA,NA,NA,NA
Guatemala,ratified both crpd and protocol,4,2023,NA,NA,95,36,37,98,25,NA,NA,NA,49,NA,NA,NA,NA,NA,37,59.7,40.3,NA
