country,year,cpi_score.x,power_distance.x,individualism.x,motivation.x,uncertainty_avoidance.x,long_term_orientation.x,indulgence.x,democracy_index.x,democracy_cat.x,freedom_index,cpi_score.y,democracy_index.y,democracy_cat.y,gdp.x,crime_index.x,safety_index.x,power_distance.y,individualism.y,motivation.y,uncertainty_avoidance.y,long_term_orientation.y,indulgence.y,human_development_index.x,life_expectancy.x,expected_years_of_schooling.x,mean_years_of_schooling.x,unemployment_rate.x,crpd_signature_date,crpd_ratification_date,optional_protocol_date,crpd_category,crpd_category_value,gdp.y,human_development_index.y,life_expectancy.y,expected_years_of_schooling.y,mean_years_of_schooling.y,crime_index.y,safety_index.y,unemployment_rate.y
"Korea, Dem. People's Rep.",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Dem. People's Rep.",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Dem. People's Rep.",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Dem. People's Rep.",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Dem. People's Rep.",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Dem. People's Rep.",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Dem. People's Rep.",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Dem. People's Rep.",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Dem. People's Rep.",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Dem. People's Rep.",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Dem. People's Rep.",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Dem. People's Rep.",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Dem. People's Rep.",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Dem. People's Rep.",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, North",2022,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, North",2021,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, North",2020,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, North",2019,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, North",2018,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, North",2017,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, North",2016,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, North",2015,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, North",2014,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, North",2013,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, North",2012,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Rep.",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32254.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86,NA,NA,NA,NA,NA,32254.62,NA,NA,NA,NA,NA,NA,2.86
"Korea, Rep.",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34997.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.64,NA,NA,NA,NA,NA,34997.78,NA,NA,NA,NA,NA,NA,3.64
"Korea, Rep.",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31721.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.93,NA,NA,NA,NA,NA,31721.3,NA,NA,NA,NA,NA,NA,3.93
"Korea, Rep.",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31902.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,NA,NA,NA,NA,NA,31902.42,NA,NA,NA,NA,NA,NA,3.75
"Korea, Rep.",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33436.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.82,NA,NA,NA,NA,NA,33436.92,NA,NA,NA,NA,NA,NA,3.82
"Korea, Rep.",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31616.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65,NA,NA,NA,NA,NA,31616.84,NA,NA,NA,NA,NA,NA,3.65
"Korea, Rep.",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29288.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65,NA,NA,NA,NA,NA,29288.87,NA,NA,NA,NA,NA,NA,3.65
"Korea, Rep.",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28732.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55,NA,NA,NA,NA,NA,28732.23,NA,NA,NA,NA,NA,NA,3.55
"Korea, Rep.",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29249.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08,NA,NA,NA,NA,NA,29249.58,NA,NA,NA,NA,NA,NA,3.08
"Korea, Rep.",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27182.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,NA,NA,NA,NA,NA,27182.73,NA,NA,NA,NA,NA,NA,2.75
"Korea, Rep.",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25466.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81,NA,NA,NA,NA,NA,25466.76,NA,NA,NA,NA,NA,NA,2.81
"Korea, Rep.",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25096.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99,NA,NA,NA,NA,NA,25096.26,NA,NA,NA,NA,NA,NA,2.99
"Korea, Rep.",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23087.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32,NA,NA,NA,NA,NA,23087.23,NA,NA,NA,NA,NA,NA,3.32
"Korea, Rep.",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19143.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36,NA,NA,NA,NA,NA,19143.85,NA,NA,NA,NA,NA,NA,3.36
"Korea, Rep.",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21350.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96,NA,NA,NA,NA,NA,21350.43,NA,NA,NA,NA,NA,NA,2.96
"Korea, South",2022,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, South",2021,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, South",2020,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, South",2019,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, South",2018,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, South",2017,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, South",2016,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, South",2015,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, South",2014,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, South",2013,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, South",2012,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kosovo,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kosovo,2022,41,NA,NA,NA,NA,NA,NA,NA,NA,56,41,NA,NA,5351.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5351.44,NA,NA,NA,NA,NA,NA,NA
Kosovo,2021,39,NA,NA,NA,NA,NA,NA,NA,NA,54,39,NA,NA,5269.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.39,NA,NA,NA,NA,NA,5269.78,NA,NA,NA,NA,NA,NA,20.39
Kosovo,2020,36,NA,NA,NA,NA,NA,NA,NA,NA,56,36,NA,NA,4310.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.46,NA,NA,NA,NA,NA,4310.93,NA,NA,NA,NA,NA,NA,25.46
Kosovo,2019,36,NA,NA,NA,NA,NA,NA,NA,NA,54,36,NA,NA,4416.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.07,NA,NA,NA,NA,NA,4416.03,NA,NA,NA,NA,NA,NA,25.07
Kosovo,2018,37,NA,NA,NA,NA,NA,NA,NA,NA,52,37,NA,NA,4384.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.76,NA,NA,NA,NA,NA,4384.19,NA,NA,NA,NA,NA,NA,27.76
Kosovo,2017,39,NA,NA,NA,NA,NA,NA,NA,NA,52,39,NA,NA,4009.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.34,NA,NA,NA,NA,NA,4009.36,NA,NA,NA,NA,NA,NA,30.34
Kosovo,2016,36,NA,NA,NA,NA,NA,NA,NA,NA,52,36,NA,NA,3759.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.49,NA,NA,NA,NA,NA,3759.47,NA,NA,NA,NA,NA,NA,27.49
Kosovo,2015,33,NA,NA,NA,NA,NA,NA,NA,NA,52,33,NA,NA,3520.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.84,NA,NA,NA,NA,NA,3520.78,NA,NA,NA,NA,NA,NA,32.84
Kosovo,2014,33,NA,NA,NA,NA,NA,NA,NA,NA,43,33,NA,NA,3902.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.26,NA,NA,NA,NA,NA,3902.53,NA,NA,NA,NA,NA,NA,35.26
Kosovo,2013,33,NA,NA,NA,NA,NA,NA,NA,NA,42,33,NA,NA,3704.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.77,NA,NA,NA,NA,NA,3704.56,NA,NA,NA,NA,NA,NA,29.77
Kosovo,2012,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,3410.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.88,NA,NA,NA,NA,NA,3410.69,NA,NA,NA,NA,NA,NA,30.88
Kosovo,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3540.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3540.82,NA,NA,NA,NA,NA,NA,NA
Kosovo,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3009.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3009.52,NA,NA,NA,NA,NA,NA,NA
Kosovo,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2847.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4,NA,NA,NA,NA,NA,2847.56,NA,NA,NA,NA,NA,NA,45.4
Kosovo,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2965.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.5,NA,NA,NA,NA,NA,2965.45,NA,NA,NA,NA,NA,NA,47.5
Kosovo (Disputed Territory),2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.8,59.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.8,59.2,NA
Kosovo (Disputed Territory),2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.3,57.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.3,57.7,NA
Kosovo (Disputed Territory),2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.1,63.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.1,63.9,NA
Kosovo (Disputed Territory),2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9,67.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9,67.1,NA
Kosovo (Disputed Territory),2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.8,53.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.8,53.2,NA
Kuwait,2023,NA,90,28,40,80,31,NA,NA,NA,37,NA,NA,NA,NA,32.6,67.4,90,28,40,80,31,NA,NA,NA,NA,NA,NA,NA,22 Aug 2013 ,NA,ratified,4,NA,NA,NA,NA,NA,32.6,67.4,NA
Kuwait,2022,42,NA,NA,NA,NA,NA,NA,3.83,Authoritarian Regime,37,42,3.83,Authoritarian Regime,43233.49,33.4,66.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22 Aug 2013 ,NA,ratified,4,43233.49,NA,NA,NA,NA,33.4,66.6,NA
Kuwait,2021,43,NA,NA,NA,NA,NA,NA,3.91,Authoritarian Regime,37,43,3.91,Authoritarian Regime,32186.77,34,66,NA,NA,NA,NA,NA,NA,0.83,78.67,15.32,7.33,NA,NA,22 Aug 2013 ,NA,ratified,4,32186.77,0.83,78.67,15.32,7.33,34,66,NA
Kuwait,2020,42,NA,NA,NA,NA,NA,NA,3.8,Authoritarian Regime,36,42,3.8,Authoritarian Regime,24297.7,34.8,65.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22 Aug 2013 ,NA,ratified,4,24297.7,NA,NA,NA,NA,34.8,65.2,NA
Kuwait,2019,40,NA,NA,NA,NA,NA,NA,3.93,Authoritarian Regime,36,40,3.93,Authoritarian Regime,30666.22,33.9,66.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22 Aug 2013 ,NA,ratified,4,30666.22,NA,NA,NA,NA,33.9,66.1,NA
Kuwait,2018,41,NA,NA,NA,NA,NA,NA,3.85,Authoritarian Regime,36,41,3.85,Authoritarian Regime,32012.14,37,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22 Aug 2013 ,NA,ratified,4,32012.14,NA,NA,NA,NA,37,63,NA
Kuwait,2017,39,NA,NA,NA,NA,NA,NA,3.85,Authoritarian Regime,36,39,3.85,Authoritarian Regime,29258.29,33.5,66.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22 Aug 2013 ,NA,ratified,4,29258.29,NA,NA,NA,NA,33.5,66.5,NA
Kuwait,2016,41,NA,NA,NA,NA,NA,NA,3.85,Authoritarian Regime,36,41,3.85,Authoritarian Regime,27026.65,36,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16,NA,22 Aug 2013 ,NA,ratified,4,27026.65,NA,NA,NA,NA,36,64,2.16
Kuwait,2015,49,NA,NA,NA,NA,NA,NA,3.85,Authoritarian Regime,37,49,3.85,Authoritarian Regime,29315.2,43.5,56.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,22 Aug 2013 ,NA,ratified,4,29315.2,NA,NA,NA,NA,43.5,56.5,2.2
Kuwait,2014,44,NA,NA,NA,NA,NA,NA,3.78,Authoritarian Regime,39,44,3.78,Authoritarian Regime,43239.81,36.4,63.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,22 Aug 2013 ,NA,ratified,4,43239.81,NA,NA,NA,NA,36.4,63.6,2.9
Kuwait,2013,43,NA,NA,NA,NA,NA,NA,3.78,Authoritarian Regime,41,43,3.78,Authoritarian Regime,47762.72,27,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22 Aug 2013 ,NA,ratified,4,47762.72,NA,NA,NA,NA,27,73,NA
Kuwait,2012,44,NA,NA,NA,NA,NA,NA,3.78,Authoritarian Regime,NA,44,3.78,Authoritarian Regime,51271.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22 Aug 2013 ,NA,ratified,4,51271.15,NA,NA,NA,NA,NA,NA,NA
Kuwait,2011,NA,NA,NA,NA,NA,NA,NA,3.74,Authoritarian Regime,NA,NA,3.74,Authoritarian Regime,49010.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22 Aug 2013 ,NA,ratified,4,49010.32,NA,NA,NA,NA,NA,NA,NA
Kuwait,2010,NA,NA,NA,NA,NA,NA,NA,3.88,Authoritarian Regime,NA,NA,3.88,Authoritarian Regime,39212.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82,NA,22 Aug 2013 ,NA,ratified,4,39212.64,NA,NA,NA,NA,NA,NA,1.82
Kuwait,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37906.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64,NA,22 Aug 2013 ,NA,ratified,4,37906.15,NA,NA,NA,NA,NA,NA,1.64
Kuwait,2008,NA,NA,NA,NA,NA,NA,NA,3.39,Authoritarian Regime,NA,NA,3.39,Authoritarian Regime,55595.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,NA,22 Aug 2013 ,NA,ratified,4,55595.41,NA,NA,NA,NA,NA,NA,1.75
Kyrgyz Republic,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1606.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1606.67,NA,NA,NA,NA,NA,NA,NA
Kyrgyz Republic,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1306.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,1306.18,NA,NA,NA,NA,NA,NA,4.1
Kyrgyz Republic,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1182.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.63,NA,NA,NA,NA,NA,1182.52,NA,NA,NA,NA,NA,NA,4.63
Kyrgyz Republic,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1374.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,NA,NA,NA,NA,NA,1374.03,NA,NA,NA,NA,NA,NA,4.25
Kyrgyz Republic,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1308.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.67,NA,NA,NA,NA,NA,1308.14,NA,NA,NA,NA,NA,NA,3.67
Kyrgyz Republic,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1242.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65,NA,NA,NA,NA,NA,1242.77,NA,NA,NA,NA,NA,NA,2.65
Kyrgyz Republic,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1120.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,1120.67,NA,NA,NA,NA,NA,NA,3.25
Kyrgyz Republic,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1121.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36,NA,NA,NA,NA,NA,1121.08,NA,NA,NA,NA,NA,NA,3.36
Kyrgyz Republic,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1279.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05,NA,NA,NA,NA,NA,1279.77,NA,NA,NA,NA,NA,NA,4.05
Kyrgyz Republic,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1282.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,1282.44,NA,NA,NA,NA,NA,NA,4.3
